Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Target
coolio,fantastic voyage,1994,07,0.888,0.584,7.0,-13.308,1.0,0.112,0.0389,3.25e-06,0.0625,0.762,104.704,1
jon secada,if you go,2001,01,0.631,0.813,7.0,-8.106,1.0,0.0337,0.0779,0.0,0.167,0.522,105.998,1
melissa etheridge,come to my window,1993,01,0.512,0.636,7.0,-9.602,1.0,0.0262,0.08,0.000106,0.088,0.499,97.257,1
collective soul,shine,1994,03,0.54,0.423,6.0,-8.799,1.0,0.0283,0.294,0.0884,0.152,0.353,150.135,1
elton john,"can you feel the love tonight (from ""the lion king"")",1994,01,0.309,0.179,10.0,-17.077,1.0,0.0337,0.88,0.000346,0.117,0.167,121.498,1
all-4-one,i swear,1994,01,0.532,0.407,6.0,-9.658,0.0,0.0233,0.235,0.0,0.117,0.23,83.207,1
warren g,this d.j.,1994,06,0.804,0.438,6.0,-10.563,0.0,0.138,0.0327,0.0129,0.112,0.576,92.034,1
usher,can u get wit it,1994,08,0.619,0.527,5.0,-9.376,0.0,0.0628,0.0692,0.0,0.333,0.242,124.356,1
gerald levert,id give anything,2010,08,0.366,0.54,0.0,-7.313,1.0,0.0312,0.329,0.0,0.103,0.208,103.857,1
heavy d & the boyz,nuttin but love,1994,05,0.805,0.498,11.0,-13.751,0.0,0.333,0.0522,0.000944,0.0371,0.452,101.251,1
jade,5-4-3-2 (yo! time is up),1994,09,0.559,0.706,1.0,-6.888,0.0,0.167,0.0956,8.53e-06,0.768,0.789,178.455,1
prince,letitgo,1994,08,0.685,0.797,1.0,-4.851,1.0,0.0566,0.0437,0.000117,0.314,0.825,173.253,1
liz phair,supernova,1994,01,0.517,0.758,9.0,-10.457,1.0,0.0363,0.000362,0.723,0.332,0.705,130.708,1
richard marx,the way she loves me,1997,01,0.713,0.806,6.0,-7.262,0.0,0.0472,0.0473,0.0,0.275,0.863,112.073,1
tracy byrd,watermelon crawl,1994,01,0.778,0.701,0.0,-9.327,1.0,0.0285,0.17,0.0,0.128,0.964,136.733,1
tracy lawrence,i see it now,1994,09,0.567,0.436,5.0,-9.138,1.0,0.0242,0.267,0.0,0.217,0.305,91.821,1
cece peniston,hit by love,1994,01,0.782,0.924,8.0,-8.732,1.0,0.0416,0.00163,0.000501,0.129,0.754,119.033,1
sophie b. hawkins,right beside you,1994,07,0.603,0.885,9.0,-6.986,0.0,0.0465,0.209,0.00296,0.0634,0.528,124.964,1
mad lion,take it easy,2009,06,0.945,0.67,5.0,-12.821,0.0,0.222,0.631,0.0,0.199,0.599,99.357,1
the tokens,the lion sleeps tonight (wimoweh),1993,10,0.321,0.474,5.0,-9.383,1.0,0.0348,0.743,0.0,0.204,0.804,121.199,1
jon secada,whipped,2009,01,0.637,0.875,10.0,-6.292,0.0,0.0646,0.0131,3.37e-06,0.0458,0.814,92.027,1
cardi b,money,2018,10,0.95,0.59,8.0,-6.508,0.0,0.29,0.00534,0.0,0.11,0.219,130.003,1
juice wrld,lucid dreams,2018,12,0.511,0.566,6.0,-7.23,0.0,0.2,0.349,0.0,0.34,0.218,83.903,1
lil skies,i,2019,03,0.649,0.453,6.0,-7.28,1.0,0.085,0.627,0.0,0.116,0.431,99.183,1
flipp dinero,leave me alone,2018,09,0.792,0.743,7.0,-2.806,1.0,0.0851,0.107,0.0,0.183,0.742,150.024,1
sheck wes,mo bamba,2018,10,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,1
jordan davis,take it from me,2018,03,0.592,0.891,10.0,-3.144,1.0,0.0512,0.0267,0.0,0.352,0.674,99.983,1
chris stapleton,millionaire,2017,12,0.602,0.463,10.0,-9.666,1.0,0.0279,0.165,0.00968,0.0975,0.454,142.635,1
juice wrld,hear me calling,2019,03,0.699,0.687,7.0,-3.997,0.0,0.106,0.308,3.63e-05,0.121,0.499,88.932,1
chris brown,undecided,2019,01,0.441,0.527,3.0,-5.318,1.0,0.0966,0.172,0.0,0.233,0.589,96.37,1
jason aldean,girl like you,2018,04,0.543,0.88,3.0,-4.204,0.0,0.0365,0.035,0.000227,0.304,0.483,144.057,1
midland,burn out,2017,09,0.672,0.721,7.0,-5.557,1.0,0.0246,0.3,1.98e-06,0.279,0.812,99.978,1
lady gaga,always remember us this way,2018,10,0.553,0.502,0.0,-5.972,1.0,0.0409,0.299,0.0,0.764,0.296,129.976,1
luke bryan,what makes you country,2017,12,0.513,0.949,0.0,-1.723,1.0,0.0461,0.0104,0.0,0.154,0.797,159.985,1
jake owen,down to the honkytonk,2019,03,0.634,0.808,3.0,-4.12,1.0,0.0516,0.19,0.0,0.0898,0.937,82.021,1
riley green,there was this girl,2019,09,0.616,0.877,1.0,-4.223,1.0,0.0347,0.00258,2.56e-06,0.114,0.94,127.981,1
offset,red room,2019,02,0.936,0.559,7.0,-8.591,0.0,0.158,0.479,0.0,0.129,0.517,112.339,1
kodak black,calling my spirit,2018,12,0.91,0.366,1.0,-9.954,1.0,0.0941,0.0996,0.0,0.261,0.74,119.985,1
juice wrld,armed and dangerous,2018,12,0.736,0.67,10.0,-6.702,1.0,0.311,0.186,0.0,0.114,0.845,130.032,1
ariana grande,needy,2019,02,0.647,0.309,7.0,-7.948,0.0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,1
carrie underwood,love wins,2018,09,0.523,0.865,7.0,-4.697,1.0,0.0989,0.0112,0.0,0.153,0.325,135.115,1
bryan adams,(everything i do) i do it for you,1991,09,0.519,0.372,1.0,-12.635,1.0,0.0284,0.0816,4.67e-05,0.0652,0.298,131.227,1
kenny chesney,summertime,2005,11,0.48,0.928,4.0,-5.501,1.0,0.0899,0.169,0.0,0.0479,0.713,167.986,1
lenny kravitz,it aint over til its over,1991,04,0.679,0.568,6.0,-10.74,1.0,0.0423,0.422,0.00948,0.322,0.93,159.689,1
corina,temptation,2005,02,0.609,0.771,7.0,-10.663,1.0,0.0428,0.000274,0.05,0.038,0.565,118.352,1
roxette,fading like a flower (every time you leave),1991,03,0.609,0.668,0.0,-5.738,1.0,0.026,0.195,0.0,0.219,0.319,105.419,1
jesus jones,right here  right now,1991,01,0.657,0.608,2.0,-13.565,1.0,0.0287,0.0088,3.45e-06,0.103,0.723,106.862,1
scorpions,wind of change,1990,01,0.48,0.535,0.0,-10.232,1.0,0.0324,0.371,0.0,0.0929,0.293,75.766,1
the klf,3 a.m. eternal,1992,08,0.631,0.907,1.0,-11.208,1.0,0.0558,0.00129,0.0401,0.904,0.805,119.259,1
boyz ii men,motownphilly,2003,10,0.756,0.858,2.0,-9.649,1.0,0.0682,0.0171,2.17e-05,0.194,0.758,114.144,1
paula abdul,the promise of a new day,1991,01,0.754,0.82,1.0,-8.622,1.0,0.062,0.0911,1.62e-06,0.0805,0.896,119.835,1
k-ci & jojo,crazy,2000,01,0.683,0.664,0.0,-4.422,1.0,0.0264,0.092,0.0,0.595,0.446,116.141,1
cher,love and understanding,1991,06,0.668,0.75,0.0,-9.717,1.0,0.0267,0.0332,3.5e-06,0.0383,0.646,116.07,1
michael bolton,time  love and tenderness,1991,04,0.51,0.808,6.0,-8.649,0.0,0.0475,0.0281,0.0,0.295,0.738,170.037,1
paula abdul,rush rush,1991,01,0.706,0.44,4.0,-11.577,1.0,0.0493,0.763,0.0,0.0958,0.395,90.012,1
heavy d & the boyz,now that we found love,1991,01,0.744,0.697,8.0,-14.753,1.0,0.0631,0.039,0.0,0.171,0.683,119.955,1
wilson phillips,the dream is still alive,1990,01,0.582,0.676,5.0,-7.496,1.0,0.0265,0.303,0.0,0.234,0.496,108.291,1
rod stewart,the motown song,2008,11,0.654,0.837,9.0,-6.121,1.0,0.0455,0.155,0.0,0.113,0.778,116.0,1
the black crowes,hard to handle,1990,01,0.599,0.79,4.0,-3.58,1.0,0.043,0.00257,0.00181,0.312,0.961,103.783,1
color me badd,i adore mi amor,1991,07,0.683,0.476,3.0,-9.995,0.0,0.027,0.243,0.0,0.0786,0.725,91.989,1
guns n roses,you could be mine,1991,09,0.35,0.985,10.0,-5.676,0.0,0.122,0.00876,0.551,0.36,0.323,151.007,1
nelson,only time will tell,2015,03,0.455,0.417,0.0,-16.817,0.0,0.0303,0.316,1.44e-06,0.0608,0.464,142.25,1
firehouse,love of a lifetime,1990,09,0.472,0.48,1.0,-11.893,1.0,0.0308,0.000204,0.00275,0.0914,0.126,123.023,1
color me badd,"i wanna sex you up (from ""new jack city"")",1991,03,0.551,0.591,6.0,-8.404,0.0,0.12,0.00549,6.55e-06,0.0416,0.474,201.799,1
whitney houston,my name is not susan,1990,11,0.781,0.899,11.0,-7.875,0.0,0.0558,0.178,0.0,0.351,0.509,101.126,1
tom petty and the heartbreakers,learning to fly,1991,01,0.651,0.766,0.0,-9.935,1.0,0.0299,0.206,0.00103,0.362,0.949,116.74,1
salt-n-pepa,do you want me,1990,03,0.909,0.452,11.0,-14.155,0.0,0.0515,0.0796,4.58e-06,0.0443,0.971,121.566,1
r.e.m.,shiny happy people,1991,03,0.454,0.901,9.0,-3.961,1.0,0.0351,0.0338,0.0599,0.198,0.788,124.56,1
desmond child,love on a rooftop,1991,06,0.613,0.754,3.0,-8.128,1.0,0.031,0.179,1.59e-06,0.211,0.662,107.967,1
huey lewis & the news,it hit me like a hammer,1991,01,0.607,0.742,8.0,-11.151,1.0,0.0316,0.0772,0.0,0.126,0.736,145.3,1
extreme,more than words,1990,01,0.615,0.129,6.0,-14.892,1.0,0.0286,0.468,0.0,0.114,0.249,91.769,1
bonnie raitt,something to talk about,1991,01,0.795,0.64,1.0,-13.478,1.0,0.0294,0.0631,2.13e-06,0.0692,0.954,102.633,1
aaron neville,everybody plays the fool,1991,01,0.803,0.353,10.0,-14.05,1.0,0.126,0.224,0.00478,0.0535,0.404,87.892,1
stereo mcs,elevate my mind,1990,01,0.844,0.593,9.0,-14.885,1.0,0.0602,0.145,0.571,0.129,0.75,115.148,1
38 special,the sound of your voice,1991,01,0.616,0.786,4.0,-9.973,1.0,0.0281,0.0148,0.0,0.224,0.79,136.043,1
gloria estefan,cant forget you,1991,01,0.565,0.426,2.0,-10.705,1.0,0.0343,0.339,0.0,0.365,0.28,142.179,1
luther vandross,power of love/love power,1991,04,0.602,0.911,0.0,-6.615,1.0,0.0387,0.0174,3.47e-05,0.0735,0.851,92.357,1
coro,my fallen angel,2006,11,0.76,0.733,10.0,-9.312,0.0,0.0675,0.00621,0.0105,0.0401,0.797,124.058,1
extreme,hole hearted,1990,01,0.407,0.743,6.0,-9.338,1.0,0.0458,0.198,0.0,0.08,0.683,203.548,1
lonestar,walking in memphis,2011,04,0.68,0.717,0.0,-5.184,1.0,0.0286,0.27,0.0,0.075,0.664,129.035,1
r.e.m.,losing my religion,1991,03,0.671,0.849,9.0,-5.03,0.0,0.0284,0.163,0.0,0.0937,0.829,125.613,1
lisa fischer,how can i ease the pain,1991,04,0.634,0.577,4.0,-7.579,0.0,0.0303,0.143,1.78e-05,0.183,0.4,116.212,1
londonbeat,a better love,1990,01,0.626,0.603,9.0,-14.718,1.0,0.0338,0.107,9.84e-05,0.34,0.749,95.734,1
young m.c.,thats the way love goes,2011,01,0.849,0.694,6.0,-14.43,0.0,0.0642,0.0232,0.00252,0.0524,0.932,118.309,1
crystal waters,gypsy woman (shes homeless),1991,01,0.652,0.774,9.0,-10.524,0.0,0.0328,0.000137,0.325,0.0939,0.464,119.984,1
luther vandross,dont want to be a fool,1991,04,0.632,0.576,7.0,-8.345,1.0,0.0234,0.482,0.0,0.151,0.323,95.321,1
chesney hawkes,the one and only,1991,04,0.681,0.697,4.0,-11.063,1.0,0.0327,0.357,0.0,0.388,0.775,119.956,1
keith washington,kissing you,1991,04,0.494,0.495,7.0,-8.855,1.0,0.0312,0.184,0.0,0.127,0.233,126.515,1
michael morales,i dont wanna see you,1991,01,0.677,0.734,7.0,-9.722,1.0,0.0287,0.0237,0.0,0.0523,0.726,124.851,1
martika,love. . .thy will be done,1991,01,0.713,0.444,2.0,-9.997,1.0,0.0265,0.428,0.00212,0.0905,0.508,91.537,1
alice cooper,hey stoopid,1991,07,0.47,0.939,7.0,-7.782,0.0,0.0599,0.00511,0.00102,0.51,0.3,129.896,1
titiyo,my body says yes,2018,08,0.751,0.558,7.0,-14.87,1.0,0.0486,0.00581,3.77e-05,0.3,0.88,113.365,1
cut n move,get serious,1991,07,0.81,0.695,5.0,-12.172,1.0,0.0755,0.00137,0.0142,0.0914,0.603,108.948,1
erasure,chorus,1991,10,0.613,0.655,5.0,-12.989,1.0,0.0302,0.209,0.000754,0.171,0.69,129.906,1
tka,louder than love,1990,08,0.693,0.79,6.0,-5.587,0.0,0.0353,0.0609,0.145,0.109,0.447,121.842,1
thunder,dirty love,1990,02,0.459,0.935,6.0,-10.083,0.0,0.0423,0.00853,0.000176,0.171,0.778,119.111,1
marc cohn,silver thunderbird,1991,02,0.462,0.267,7.0,-15.35,1.0,0.0341,0.721,0.0,0.0815,0.56,139.042,1
sandee,love desire,2012,03,0.837,0.549,2.0,-12.576,1.0,0.0502,0.0819,0.0501,0.115,0.707,106.996,1
mariah carey,i dont wanna cry,1990,06,0.641,0.504,7.0,-12.486,1.0,0.031,0.197,9.01e-05,0.288,0.276,130.786,1
trixter,surrender,1990,01,0.574,0.395,3.0,-14.021,1.0,0.0378,0.0291,1.69e-05,0.317,0.191,125.83,1
firehouse,dont treat me bad,1990,09,0.616,0.807,8.0,-11.4,1.0,0.0348,0.000303,2.37e-05,0.193,0.637,111.054,1
michael bolton,love is a wonderful thing,1991,04,0.727,0.824,2.0,-8.915,1.0,0.0394,0.00812,1.58e-06,0.0922,0.935,125.104,1
cynthia,break up to make up,2011,08,0.4,0.28,4.0,-13.412,1.0,0.0343,0.522,0.0,0.193,0.149,121.488,1
drake,fake love,2017,03,0.927,0.488,9.0,-9.433,0.0,0.42,0.108,0.0,0.196,0.605,133.987,1
lady gaga,million reasons,2016,10,0.665,0.424,0.0,-7.838,1.0,0.0444,0.437,0.0,0.107,0.134,129.911,1
amine,caroline,2017,07,0.941,0.335,5.0,-10.179,0.0,0.505,0.17,0.0,0.262,0.707,120.041,1
justin timberlake,cant stop the feeling!,2016,09,0.669,0.832,0.0,-5.72,1.0,0.0682,0.0106,0.0,0.0968,0.7,113.035,1
jon bellion,all time low,2016,06,0.584,0.569,0.0,-4.259,1.0,0.166,0.0508,0.0,0.0924,0.501,89.779,1
adele,water under the bridge,2016,06,0.596,0.838,5.0,-6.52,0.0,0.0704,0.0189,1.54e-05,0.108,0.472,94.982,1
twenty one pilots,heathens,2016,06,0.732,0.396,4.0,-9.348,0.0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,1
little big town,better man,2017,02,0.514,0.836,5.0,-3.663,1.0,0.0381,0.112,0.0,0.0878,0.501,143.888,1
shawn mendes,treat you better,2017,04,0.444,0.819,10.0,-4.078,0.0,0.341,0.106,0.0,0.107,0.747,82.695,1
niall horan,this town,2017,10,0.678,0.401,6.0,-8.408,0.0,0.0312,0.72,0.0,0.118,0.194,111.855,1
jon pardi,dirt on my boots,2016,05,0.685,0.783,11.0,-4.152,1.0,0.0276,0.116,0.0,0.194,0.525,90.008,1
bebe rexha,i got you,2018,06,0.606,0.887,9.0,-4.782,0.0,0.052,0.0498,3.47e-06,0.0958,0.349,97.972,1
big sean,moves,2017,02,0.789,0.53,2.0,-6.2,1.0,0.293,0.0541,0.0,0.164,0.367,75.515,1
zay hilfigerrr & zayion mccall,juju on that beat (tz anthem),2016,12,0.808,0.919,1.0,-5.391,1.0,0.167,0.00476,1.11e-06,0.0625,0.64,154.009,1
john legend,love me now,2016,12,0.488,0.762,8.0,-3.842,1.0,0.0865,0.591,0.0,0.0763,0.709,123.889,1
michael ray,think a little less,2015,08,0.521,0.805,9.0,-4.481,1.0,0.0289,0.124,0.000219,0.33,0.527,141.967,1
the weeknd,party monster,2016,11,0.572,0.631,1.0,-8.389,1.0,0.104,0.188,2.31e-05,0.259,0.219,77.519,1
train,play that song,2017,01,0.392,0.825,0.0,-2.068,0.0,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,1
thomas rhett,star of the show,2016,10,0.691,0.624,7.0,-5.874,1.0,0.027,0.14,0.0,0.168,0.662,101.988,1
dustin lynch,seein red,2017,09,0.651,0.808,1.0,-4.731,0.0,0.0435,0.054,0.0,0.0482,0.858,100.993,1
brad paisley,today,2017,04,0.347,0.632,2.0,-6.998,1.0,0.0381,0.539,0.00226,0.121,0.285,74.257,1
hey violet,guys my age,2017,06,0.69,0.663,8.0,-5.248,0.0,0.0352,0.106,0.0,0.0659,0.285,122.041,1
blake shelton,a guy with a girl,2016,05,0.552,0.893,0.0,-4.593,1.0,0.0383,0.0158,0.0,0.105,0.777,163.948,1
sia,helium,2017,02,0.435,0.401,4.0,-6.721,1.0,0.0301,0.51,0.0,0.077,0.133,136.837,1
luke bryan,fast,2015,08,0.548,0.898,0.0,-2.561,0.0,0.0459,0.225,0.0,0.1,0.599,145.953,1
romeo santos,heroe favorito,2017,07,0.799,0.655,1.0,-6.34,1.0,0.0485,0.659,0.0,0.135,0.82,128.038,1
kaleo,way down we go,2016,06,0.489,0.505,10.0,-8.022,0.0,0.117,0.579,0.000333,0.104,0.337,163.255,1
partynextdoor,not nice,2016,08,0.598,0.496,0.0,-9.309,1.0,0.0804,0.0253,0.00132,0.12,0.725,128.06,1
kodak black,everything 1k,2016,06,0.517,0.61,1.0,-6.373,1.0,0.372,0.153,0.0,0.416,0.163,135.498,1
lauren alaina,road less traveled,2017,01,0.611,0.886,0.0,-4.673,1.0,0.0343,0.0551,1.1e-06,0.247,0.27,112.988,1
dj suede the remix god,cash me outside (#cashmeoutside),2017,01,0.981,0.417,11.0,-10.732,0.0,0.134,0.0471,0.359,0.103,0.262,122.044,1
brett eldredge,wanna be that song,2015,09,0.518,0.686,9.0,-4.911,1.0,0.0313,0.114,0.0,0.114,0.334,144.065,1
alessia cara,how far ill go,2016,11,0.317,0.562,9.0,-9.609,1.0,0.395,0.124,0.000144,0.0667,0.132,181.1,1
rihanna,sex with me,2016,01,0.619,0.539,1.0,-5.688,0.0,0.0409,0.326,0.0,0.106,0.39,112.006,1
jesse mccartney,beautiful soul,2004,01,0.66,0.666,9.0,-4.342,1.0,0.0472,0.0759,0.0,0.0268,0.933,89.975,1
t.i.,bring em out,2004,11,0.759,0.891,11.0,-2.983,1.0,0.257,0.0298,0.0,0.141,0.587,98.579,1
sugarland,baby girl,2004,01,0.436,0.736,1.0,-3.201,1.0,0.0333,0.215,0.0,0.0488,0.583,166.819,1
john mayer,daughters,2003,09,0.674,0.413,2.0,-7.816,1.0,0.0274,0.837,1.91e-05,0.098,0.503,124.895,1
ryan cabrera,true,2004,06,0.598,0.4,6.0,-10.054,1.0,0.0241,0.459,0.0,0.151,0.369,96.938,1
lee ann womack,i may hate myself in the morning,2005,01,0.44,0.449,1.0,-9.966,1.0,0.0289,0.218,5.67e-05,0.0784,0.302,173.861,1
brad paisley,mud on the tires,2010,11,0.448,0.824,2.0,-5.508,1.0,0.0478,0.294,3.81e-05,0.662,0.463,185.217,1
queens of the stone age,little sister,2005,01,0.359,0.956,1.0,-2.942,1.0,0.062,0.0118,0.000822,0.511,0.924,161.132,1
keith urban,youre my better half,2007,01,0.655,0.747,4.0,-4.41,1.0,0.0333,0.0369,1.29e-06,0.0449,0.613,118.054,1
billy dean,let them be little,2005,03,0.54,0.516,1.0,-5.221,1.0,0.0246,0.266,0.0,0.204,0.285,135.9,1
eminem,like toy soldiers,2004,11,0.671,0.755,1.0,-3.439,0.0,0.268,0.0227,0.000529,0.107,0.387,81.853,1
stevie wonder,so what the fuss,2005,10,0.83,0.763,10.0,-3.826,0.0,0.164,0.218,0.0,0.314,0.924,87.922,1
r. kelly,in the kitchen,2005,06,0.713,0.469,5.0,-7.778,0.0,0.0436,0.415,0.0,0.0999,0.369,127.837,1
breaking benjamin,sooner or later,2004,01,0.491,0.858,0.0,-4.764,0.0,0.0573,0.00206,0.00951,0.0857,0.454,92.797,1
donell jones,in the hood,1996,06,0.77,0.403,1.0,-12.051,0.0,0.0844,0.117,3.51e-05,0.319,0.448,82.626,1
danity kane,damaged,2008,03,0.774,0.653,8.0,-5.158,0.0,0.05,0.0912,0.0,0.151,0.818,120.01,1
colbie caillat,realize,2007,01,0.699,0.607,1.0,-6.312,1.0,0.0347,0.142,0.0,0.105,0.156,123.95,1
gavin degraw,in love with a girl,2008,05,0.439,0.906,3.0,-4.8,1.0,0.0439,0.0193,0.0,0.373,0.687,161.905,1
john mayer,say,2006,10,0.485,0.723,10.0,-6.565,1.0,0.0317,0.541,1.12e-06,0.075,0.541,167.845,1
onerepublic,stop and stare,2007,01,0.49,0.849,4.0,-4.234,1.0,0.035,0.0593,0.0,0.082,0.303,92.494,1
kenny chesney,better as a memory,2007,09,0.576,0.302,2.0,-11.845,1.0,0.033,0.433,3.3e-05,0.133,0.145,70.932,1
montgomery gentry,back when i knew it all,2008,06,0.616,0.817,2.0,-5.544,1.0,0.0335,0.00275,4.36e-05,0.429,0.474,124.074,1
flyleaf,all around me,2006,01,0.473,0.871,9.0,-4.893,1.0,0.0456,0.0216,0.0,0.0525,0.47,146.975,1
brad paisley,im still a guy,2010,11,0.494,0.599,2.0,-6.836,1.0,0.0316,0.104,0.0,0.0882,0.457,163.729,1
usher,moving mountains,2008,05,0.72,0.734,6.0,-4.515,1.0,0.0316,0.0856,0.0,0.303,0.37,115.999,1
weezer,pork and beans,2008,01,0.594,0.615,6.0,-6.526,1.0,0.0338,0.0132,9.41e-06,0.154,0.722,119.843,1
jessica simpson,come on over,2008,09,0.675,0.859,11.0,-2.57,1.0,0.0318,0.214,0.0,0.117,0.556,110.037,1
jonas brothers,play my music,2008,01,0.466,0.877,2.0,-3.54,1.0,0.13,0.000856,0.0,0.23,0.765,177.708,1
coldplay,violet hill,2008,05,0.345,0.581,1.0,-7.875,0.0,0.0369,0.0603,0.00127,0.115,0.108,76.022,1
dierks bentley,trying to stop your leaving,2006,01,0.617,0.57,7.0,-5.562,1.0,0.0302,0.00847,5.15e-05,0.0985,0.395,111.846,1
josh gracin,we werent crazy,2008,04,0.42,0.819,0.0,-2.557,1.0,0.0407,0.208,0.0,0.206,0.657,164.014,1
disturbed,inside the fire,2008,04,0.463,0.962,7.0,-6.43,1.0,0.0704,0.000233,0.109,0.0906,0.66,94.003,1
gary allan,learning how to bend,2007,01,0.511,0.739,2.0,-4.453,1.0,0.0319,0.0465,0.000169,0.523,0.343,98.973,1
julianne hough,that song in my head,2008,01,0.486,0.858,0.0,-2.468,1.0,0.0951,0.0753,0.0,0.0726,0.74,185.947,1
flo rida,whistle,2012,06,0.747,0.937,0.0,-5.746,1.0,0.0453,0.0208,0.0,0.29,0.739,103.976,1
nicki minaj,pound the alarm,2011,01,0.728,0.858,9.0,-3.686,1.0,0.0609,0.0403,4.26e-06,0.0241,0.591,125.054,1
carrie underwood,blown away,2012,05,0.531,0.843,9.0,-2.569,0.0,0.0429,0.0909,0.0,0.0283,0.392,136.991,1
train,50 ways to say goodbye,2012,04,0.591,0.935,6.0,-2.664,1.0,0.0478,0.000284,0.000278,0.142,0.736,140.043,1
cher lloyd,want u back,2012,10,0.694,0.891,9.0,-2.94,1.0,0.0949,0.0562,0.0,0.561,0.563,97.939,1
jason aldean,take a little ride,2012,10,0.472,0.866,2.0,-3.771,1.0,0.0413,0.044,0.0,0.213,0.775,163.867,1
christina aguilera,your body,2012,11,0.593,0.781,8.0,-5.292,0.0,0.0547,0.000739,0.0,0.225,0.575,103.024,1
little big town,pontoon,2013,01,0.721,0.819,9.0,-5.715,1.0,0.0269,0.413,0.0,0.196,0.867,96.02,1
lee brice,hard to love,2012,04,0.638,0.722,9.0,-6.177,1.0,0.0332,0.0119,0.00808,0.189,0.469,103.017,1
matchbox twenty,shes so mean,2012,08,0.672,0.875,0.0,-3.728,1.0,0.0378,0.0136,0.0,0.279,0.676,118.014,1
rascal flatts,come wake me up,2012,01,0.421,0.633,4.0,-6.837,1.0,0.0433,0.271,0.0,0.113,0.161,155.715,1
easton corbin,lovin you is fun,2012,01,0.703,0.83,8.0,-3.028,1.0,0.0327,0.32,0.0,0.364,0.597,109.958,1
tim mcgraw,truck yeah,2012,01,0.599,0.922,7.0,-3.335,1.0,0.0348,0.0914,0.0,0.0709,0.747,97.948,1
miranda lambert,fastest girl in town,2011,11,0.541,0.911,1.0,-3.6,0.0,0.0631,0.0205,0.00155,0.275,0.563,145.057,1
kanye west,to the world,2012,01,0.719,0.541,4.0,-8.134,1.0,0.136,0.194,0.0,0.0958,0.517,141.973,1
kelly clarkson,dark side,2011,10,0.559,0.86,7.0,-4.04,1.0,0.05,0.0991,0.0,0.292,0.292,118.969,1
beyonce,dance for you,2011,06,0.616,0.78,2.0,-6.062,1.0,0.0623,0.0322,0.0,0.173,0.471,110.005,1
trey songz,dive in,2012,08,0.587,0.648,0.0,-6.954,1.0,0.089,0.0279,0.0,0.962,0.37,119.888,1
jerrod niemann,shinin on me,2012,10,0.651,0.773,7.0,-6.97,1.0,0.0366,0.318,0.0,0.27,0.69,83.995,1
linkin park,numb,2003,03,0.496,0.863,9.0,-4.153,1.0,0.0381,0.0046,0.0,0.639,0.243,110.018,1
hinder,lips of an angel,2005,01,0.476,0.769,2.0,-5.344,1.0,0.0332,0.0328,0.0,0.197,0.287,129.051,1
justin timberlake,sexyback,2006,09,0.967,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0,1
jojo,too little too late,2018,12,0.394,0.821,6.0,-4.304,0.0,0.0404,0.00302,0.019,0.186,0.509,82.764,1
snow patrol,chasing cars,2006,01,0.563,0.592,9.0,-4.571,1.0,0.0276,0.209,5.08e-05,0.132,0.136,104.016,1
jibbs,chain hang low,2006,01,0.797,0.586,4.0,-6.98,0.0,0.269,0.0263,5.44e-05,0.123,0.768,157.151,1
danity kane,show stopper,2006,08,0.755,0.408,5.0,-10.33,0.0,0.187,0.0133,0.0,0.33,0.465,76.034,1
evanescence,call me when youre sober,2006,01,0.45,0.883,7.0,-4.094,1.0,0.0524,0.00193,0.0,0.293,0.328,93.41,1
weird al yankovic,white & nerdy,2006,09,0.791,0.613,1.0,-11.628,0.0,0.0763,0.0986,0.0,0.0765,0.896,143.017,1
nelly furtado,maneater,2006,01,0.717,0.777,6.0,-4.739,1.0,0.0636,0.0335,0.000179,0.107,0.729,66.404,1
fergie,london bridge,2006,01,0.748,0.63,1.0,-5.832,1.0,0.381,0.214,0.0,0.204,0.61,90.889,1
the pussycat dolls featuring snoop dogg,buttons,2006,01,0.511,0.813,2.0,-4.745,1.0,0.361,0.19,0.0,0.312,0.489,210.877,1
fergie,fergalicious,2006,01,0.904,0.598,8.0,-7.651,0.0,0.337,0.0568,0.0,0.111,0.785,129.055,1
john mayer,waiting on the world to change,2006,09,0.577,0.756,2.0,-5.82,1.0,0.115,0.159,0.000232,0.249,0.663,176.75,1
beyonce,ring the alarm,2007,05,0.458,0.751,2.0,-8.395,1.0,0.469,0.0299,0.000155,0.258,0.48,169.673,1
the killers,when you were young,2006,10,0.467,0.988,11.0,-3.313,1.0,0.112,0.000152,0.0484,0.28,0.321,130.435,1
ne-yo,sexy love,2006,01,0.622,0.503,8.0,-6.417,1.0,0.0433,0.265,0.000473,0.0596,0.58,93.984,1
panic! at the disco,i write sins not tragedies,2005,09,0.567,0.795,9.0,-4.985,0.0,0.134,0.0938,0.0,0.114,0.635,170.06,1
tim mcgraw,my little girl,2016,10,0.457,0.636,0.0,-3.41,1.0,0.0262,0.351,7.01e-06,0.111,0.238,144.686,1
