Title,ArtistName
cooler than me,mike posner
a little more country than that,easton corbin
hillbilly bone,blake shelton featuring trace adkins
wrong baby wrong,martina mcbride
lover  lover,jerrod niemann
home,glee cast featuring kristin chenoweth
when i look at you,miley cyrus
i keep on loving you,reba
halfway there,big time rush
'til summer comes around,keith urban
gettin' over you,david guetta & chris willis featuring fergie & lmfao
like a prayer,glee cast featuring jonathan groff
all i ever wanted,kelly clarkson
love king,the-dream
give me a sign (forever and ever),breaking benjamin
new morning,alpha rev
despacito,luis fonsi & daddy yankee featuring justin bieber
wild thoughts,dj khaled featuring rihanna & bryson tiller
bodak yellow (money moves),cardi b
unforgettable,french montana featuring swae lee
believer,imagine dragons
attention,charlie puth
there's nothing holdin' me back,shawn mendes
that's what i like,bruno mars
shape of you,ed sheeran
body like a back road,sam hunt
i'm the one,dj khaled featuring justin bieber, quavo, chance the rapper & lil wayne
bank account,21 savage
strip that down,liam payne featuring quavo
congratulations,post malone featuring quavo
slow hands,niall horan
redbone,childish gambino
humble.,kendrick lamar
xo tour llif3,lil uzi vert
something just like this,the chainsmokers & coldplay
feels,calvin harris featuring pharrell williams, katy perry & big sean
mi gente,j balvin & willy william featuring beyonce
praying,kesha
stay,zedd & alessia cara
rake it up,yo gotti featuring nicki minaj
sorry not sorry,demi lovato
feel it still,portugal. the man
location,khalid
mask off,future
what about us,p!nk
say you won't let go,james arthur
loyalty.,kendrick lamar featuring rihanna
now or never,halsey
versace on the floor,bruno mars
it ain't me,kygo x selena gomez
love galore,sza featuring travis scott
magnolia,playboi carti
1-800-273-8255,logic featuring alessia cara & khalid
small town boy,dustin lynch
castle on the hill,ed sheeran
everyday we lit,yfn lucci featuring pnb rock
drowning,a boogie wit da hoodie featuring kodak black
silence,marshmello featuring khalid
no promises,cheat codes featuring demi lovato
what ifs,kane brown featuring lauren alaina
in case you didn't know,brett young
slippery,migos featuring gucci mane
it's a vibe,2 chainz featuring ty dolla $ign, trey songz & jhene aiko
fetish,selena gomez featuring gucci mane
young dumb & broke,khalid
no such thing as a broken heart,old dominion
drinkin' problem,midland
the race,tay-k
felices los 4,maluma
crew,goldlink featuring brent faiyaz & shy glizzy
heartache on the dance floor,jon pardi
back to you,louis tomlinson featuring bebe rexha & digital farm animals
thunder,imagine dragons
butterfly effect,travis scott
somebody else will,justin moore
craving you,thomas rhett featuring maren morris
whatever you need,meek mill featuring chris brown & ty dolla $ign
do i make you wanna,billy currington
do re mi,blackbear
2u,david guetta featuring justin bieber
you look good,lady antebellum
dna.,kendrick lamar
most girls,hailee steinfeld
when it rains it pours,luke combs
escapate conmigo,wisin featuring ozuna
love.,kendrick lamar featuring zacari
glorious,macklemore featuring skylar grey
my girl,dylan scott
unforgettable,thomas rhett
flatliner,cole swindell
the weekend,sza
reminder,the weeknd
honest,the chainsmokers
malibu,miley cyrus
it ain't my fault,brothers osborne
all the pretty girls,kenny chesney
new rules,dua lipa
they don't know,jason aldean
bad liar,selena gomez
first day out,tee grizzley
every little thing,carly pearce
patty cake,kodak black
wish i knew you,the revivalists
more girls like you,kip moore
b.e.d.,jacquees
4 am,2 chainz featuring travis scott
privacy,chris brown
something new,wiz khalifa featuring ty dolla $ign
perplexing pegasus,rae sremmurd
for her,chris lane
untouchable,youngboy never broke again
it's goin' down,descendants 2 cast
i could use a love song,maren morris
fix a drink,chris janson
el amante,nicky jam
wokeuplikethis*,playboi carti featuring lil uzi vert
only girl (in the world),rihanna
raise your glass,p!nk
like a g6,far*east movement featuring cataracs & dev
we r who we r,ke$ha
just a dream,nelly
firework,katy perry
just the way you are,bruno mars
what's my name?,rihanna featuring drake
f**k you! (forget you),cee lo green
bottoms up,trey songz featuring nicki minaj
forget you,glee cast featuring gwyneth paltrow
dj got us fallin' in love,usher featuring pitbull
the time (dirty bit),the black eyed peas
dynamite,taio cruz
teenage dream,katy perry
animal,neon trees
grenade,bruno mars
singing in the rain / umbrella,glee cast featuring gwyneth paltrow
club can't handle me,flo rida featuring david guetta
please don't go,mike posner
i like it,enrique iglesias featuring pitbull
whip my hair,willow
no hands,waka flocka flame featuring roscoe dash & wale
secrets,onerepublic
black and yellow,wiz khalifa
stuck like glue,sugarland
if i die young,the band perry
deuces,chris brown featuring tyga & kevin mccall
right above it,lil wayne featuring drake
love the way you lie,eminem featuring rihanna
love like woe,the ready set
right thru me,nicki minaj
mine,taylor swift
as she's walking away,zac brown band featuring alan jackson
stereo love,edward maya & vika jigulina
teenage dream,glee cast
aston martin music,rick ross featuring drake & chrisette michele
no love,eminem featuring lil wayne
we no speak americano,yolanda be cool & dcup
hey baby (drop it to the floor),pitbull featuring t-pain
king of anything,sara bareilles
felt good on my lips,tim mcgraw
can't be friends,trey songz
yeah 3x,chris brown
my kinda party,jason aldean
somewhere with you,kenny chesney
letting go (dutty love),sean kingston featuring nicki minaj
anything like me,brad paisley
kush,dr. dre featuring snoop dogg & akon
runaway,kanye west featuring pusha t
memories,david guetta featuring kid cudi
why wait,rascal flatts
s&m,rihanna featuring britney spears
shake,jesse mccartney
take it off,ke$ha
september,daughtry
check it out,will.i.am & nicki minaj
mama's song,carrie underwood
hot tottie,usher featuring jay-z
put you in a song,keith urban
only prettier,miranda lambert
jar of hearts,christina perri
turn on the radio,reba
fancy,drake featuring t.i. & swizz beatz
the breath you take,george strait
rhythm of love,plain white t's
back to december,taylor swift
little lion man,mumford & sons
dog days are over,florence + the machine
down on me,jeremih featuring 50 cent
come back song,darius rucker
lay it down,lloyd
all i want is you,miguel featuring j. cole
hello world,lady antebellum
liv tonight,nelly featuring keri hilson
who are you when i'm not looking,blake shelton
monster,kanye west featuring jay-z, rick ross, bon iver & nicki minaj
smoke a little smoke,eric church
don't you wanna stay,jason aldean with kelly clarkson
someone else calling you baby,luke bryan
voices,chris young
waiting for the end,linkin park
loca,shakira featuring dizzee rascal
hold my hand,michael jackson duet with akon
the boys of fall,kenny chesney
the show goes on,lupe fiasco
angel,akon
bon  bon,pitbull
roll with it,easton corbin
bullets in the gun,toby keith
make a movie,twista featuring chris brown
one in a million,ne-yo
sick,new hollow
this ain't no love song,trace adkins
marry me,train
what if,jason derulo
blow,ke$ha
turn around (5 4 3 2 1),flo rida
porn star dancing,my darkest days featuring zakk wylde
strip me,natasha bedingfield
sorry,justin bieber
hello,adele
love yourself,justin bieber
stressed out,twenty one pilots
same old love,selena gomez
here,alessia cara
hotline bling,drake
stitches,shawn mendes
like i'm gonna lose you,meghan trainor featuring john legend
what do you mean?,justin bieber
roses,the chainsmokers featuring rozes
jumpman,drake & future
don't,bryson tiller
the hills,the weeknd
in the night,the weeknd
white iverson,post malone
antidote,travis scott
679,fetty wap featuring remy boyz
me  myself & i,g-eazy x bebe rexha
i know what you did last summer,shawn mendes & camila cabello
on my mind,ellie goulding
cake by the ocean,dnce
my house,flo rida
die a happy man,thomas rhett
ex's & oh's,elle king
say it,tory lanez
can't feel my face,the weeknd
wildest dreams,taylor swift
watch me,silento
confident,demi lovato
hide away,daya
lean on,major lazer & dj snake featuring mo
break up in a small town,sam hunt
one call away,charlie puth
perfect,one direction
down in the dm,yo gotti featuring nicki minaj
hands to myself,selena gomez
see you again,wiz khalifa featuring charlie puth
trap queen,fetty wap
lazarus,david bowie
when we were young,adele
space oddity,david bowie
no role modelz,j. cole
exchange,bryson tiller
under pressure,queen & david bowie
stand by you,rachel platten
again,fetty wap
home alone tonight,luke bryan featuring karen fairchild
locked away,r. city featuring adam levine
adventure of a lifetime,coldplay
back to sleep,chris brown
best friend,young thug
focus,ariana grande
stay a little longer,brothers osborne
out of the woods,taylor swift
i got the boy,jana kramer
irresistible,fall out boy
do it like me,dlow
i love this life,locash
back up,dej loaf featuring big sean
gonna know we were here,jason aldean
get ugly,jason derulo
big rings,drake & future
oui,jeremih
backroad song,granger smith
the fix,nelly featuring jeremih
i'll show you,justin bieber
sugar,robin schulz featuring francesco yates
beautiful drug,zac brown band
heartbeat,carrie underwood
2 phones,kevin gates
break on me.,keith urban
wtf (where they from),missy elliott featuring pharrell williams
sorry not sorry,bryson tiller
dibs,kelsea ballerini
new americana,halsey
$ave dat money,lil dicky featuring fetty wap & rich homie quan
blackstar,david bowie
dessert,dawin
used to love you,gwen stefani
good to be alive (hallelujah),andy grammer
you should be here,cole swindell
really really,kevin gates
confession,florida georgia line
watch out,2 chainz
mr. misunderstood,eric church
let it go,james bay
lay it all on me,rudimental featuring ed sheeran
play no games,big sean featuring chris brown & ty dolla $ign
hollow,tori kelly
right hand,drake
gonna,blake shelton
we went,randy houser
drunk on your love,brett eldredge
rgf island,fetty wap
come get her,rae sremmurd
nobody to blame,chris stapleton
bang my head,david guetta featuring sia & fetty wap
blase,ty dolla $ign featuring future & rae sremmurd
ginza,j balvin
rude boy,rihanna
nothin' on you,b.o.b featuring bruno mars
hey  soul sister,train
need you now,lady antebellum
telephone,lady gaga featuring beyonce
break your heart,taio cruz featuring ludacris
imma be,the black eyed peas
baby,justin bieber featuring ludacris
in my head,jason derulo
bedrock,young money featuring lloyd
say aah,trey songz featuring fabolous
tik tok,ke$ha
carry out,timbaland featuring justin timberlake
omg,usher featuring will.i.am
breakeven,the script
when i look at you,miley cyrus
bad romance,lady gaga
my chick bad,ludacris featuring nicki minaj
all the right moves,onerepublic
how low,ludacris
young forever,jay-z + mr. hudson
blah blah blah,ke$ha featuring 3oh!3
whataya want from me,adam lambert
over,drake
hey daddy (daddy's home),usher featuring plies
live like we're dying,kris allen
say something,timbaland featuring drake
according to you,orianthi
i made it (cash money heroes),kevin rudolf featuring birdman, jay sean, & lil wayne
haven't met you yet,michael buble
sexy chick,david guetta featuring akon
your love is my drug,ke$ha
eenie meenie,sean kingston & justin bieber
hello good morning,diddy - dirty money featuring t.i.
american honey,lady antebellum
i gotta feeling,the black eyed peas
tie me down,new boyz featuring ray j
today was a fairytale,taylor swift
replay,iyaz
naturally,selena gomez & the scene
heartbreak warfare,john mayer
solo,iyaz
lil freak,usher featuring nicki minaj
highway 20 ride,zac brown band
i'm awesome,spose
life after you,daughtry
empire state of mind,jay-z + alicia keys
down,jay sean featuring lil wayne
gimmie that girl,joe nichols
you belong with me,taylor swift
everything to me,monica
temporary home,carrie underwood
a little more country than that,easton corbin
steady mobbin',young money featuring gucci mane
lemonade,gucci mane
halfway gone,lifehouse
bulletproof,la roux
neighbors know my name,trey songz
someday,rob thomas
hillbilly bone,blake shelton featuring trace adkins
i'm back,t.i.
drop the world,lil wayne featuring eminem
'til summer comes around,keith urban
ain't back yet,kenny chesney
sex therapy,robin thicke
the man i want to be,chris young
all i do is win,dj khaled featuring t-pain, ludacris, snoop dogg & rick ross
all the way turnt up,roscoe dash featuring soulja boy tell'em
hard,rihanna featuring jeezy
o let's do it,waka flocka flame
beamer  benz  or bentley,lloyd banks featuring juelz santana
alejandro,lady gaga
on to the next one,jay-z + swizz beatz
if we ever meet again,timbaland featuring katy perry
unstoppable,rascal flatts
fearless,taylor swift
hell on the heart,eric church
ridin' solo,jason derulo
rain is a good thing,luke bryan
roger that,young money
i am,mary j. blige
backwoods,justin moore
keep on lovin' you,steel magnolia
pray for you,jaron and the long road to love
that's how country boys roll,billy currington
shots,lmfao featuring lil jon
women lie  men lie,yo gotti featuring lil wayne
there goes my baby,usher
the house that built me,miranda lambert
try sleeping with a broken heart,alicia keys
wrong baby wrong,martina mcbride
billionaire,travie mccoy featuring bruno mars
just breathe,pearl jam
one day,matisyahu
window seat,erykah badu
i gotta get to you,george strait
i never told you,colbie caillat
it kills me,melanie fiona
she won't be lonely long,clay walker
fistful of tears,maxwell
rockstar,post malone featuring 21 savage
bodak yellow (money moves),cardi b
1-800-273-8255,logic featuring alessia cara & khalid
look what you made me do,taylor swift
feel it still,portugal. the man
mi gente,j balvin & willy william featuring beyonce
too good at goodbyes,sam smith
thunder,imagine dragons
sorry not sorry,demi lovato
unforgettable,french montana featuring swae lee
despacito,luis fonsi & daddy yankee featuring justin bieber
attention,charlie puth
believer,imagine dragons
bank account,21 savage
rake it up,yo gotti featuring nicki minaj
strip that down,liam payne featuring quavo
what lovers do,maroon 5 featuring sza
shape of you,ed sheeran
there's nothing holdin' me back,shawn mendes
almost like praying,lin-manuel miranda featuring artists for puerto rico
slow hands,niall horan
perfect,ed sheeran
what about us,p!nk
i get the bag,gucci mane featuring migos
wild thoughts,dj khaled featuring rihanna & bryson tiller
havana,camila cabello featuring young thug
what ifs,kane brown featuring lauren alaina
praying,kesha
young dumb & broke,khalid
that's what i like,bruno mars
i fall apart,post malone
gucci gang,lil pump
humble.,kendrick lamar
something just like this,the chainsmokers & coldplay
xo tour llif3,lil uzi vert
love galore,sza featuring travis scott
congratulations,post malone featuring quavo
body like a back road,sam hunt
when it rains it pours,luke combs
bad at love,halsey
location,khalid
say you won't let go,james arthur
no promises,cheat codes featuring demi lovato
new rules,dua lipa
do re mi,blackbear
crew,goldlink featuring brent faiyaz & shy glizzy
the weekend,sza
loyalty.,kendrick lamar featuring rihanna
unforgettable,thomas rhett
small town boy,dustin lynch
no limit,g-eazy featuring a$ap rocky & cardi b
butterfly effect,travis scott
...ready for it?,taylor swift
silence,marshmello featuring khalid
pray,sam smith featuring logic
the race,tay-k
the way life goes,lil uzi vert featuring nicki minaj
roll in peace,kodak black featuring xxxtentacion
pills and automobiles,chris brown featuring yo gotti, a boogie wit da hoodie & kodak black
how long,charlie puth
greatest love story,lanco
jocelyn flores,xxxtentacion
transportin',kodak black
glorious,macklemore featuring skylar grey
every little thing,carly pearce
relationship,young thug featuring future
heartache on the dance floor,jon pardi
it's a vibe,2 chainz featuring ty dolla $ign, trey songz & jhene aiko
all the pretty girls,kenny chesney
love so soft,kelly clarkson
dusk till dawn,zayn featuring sia
heaven,kane brown
friends,justin bieber + bloodpop
f**k love,xxxtentacion featuring trippie redd
light it up,luke bryan
escapate conmigo,wisin featuring ozuna
more girls like you,kip moore
feels,calvin harris featuring pharrell williams, katy perry & big sean
they don't know,jason aldean
b.e.d.,jacquees
fix a drink,chris janson
i'll name the dogs,blake shelton
i could use a love song,maren morris
like i loved you,brett young
let me go,hailee steinfeld & alesso featuring florida georgia line & watt
plain jane,a$ap ferg featuring nicki minaj
sauce it up,lil uzi vert
go flex,post malone
questions,chris brown
sky walker,miguel featuring travis scott
dear hate,maren morris featuring vince gill
losing sleep,chris young
no promises,a boogie wit da hoodie
say a',a boogie wit da hoodie
lights down low,max featuring gnash
round here buzz,eric church
too hotty,quavo, takeoff & offset
dna,bts
smooth,florida georgia line
do i make you wanna,billy currington
see you again,wiz khalifa featuring charlie puth
uptown funk!,mark ronson featuring bruno mars
sugar,maroon 5
trap queen,fetty wap
thinking out loud,ed sheeran
earned it (fifty shades of grey),the weeknd
love me like you do,ellie goulding
g.d.f.r.,flo rida featuring sage the gemini & lookas
shut up and dance,walk the moon
style,taylor swift
somebody,natalie la rose featuring jeremih
want to want me,jason derulo
fourfiveseconds,rihanna & kanye west & paul mccartney
chains,nick jonas
one last time,ariana grande
post to be,omarion featuring chris brown & jhene aiko
time of our lives,pitbull & ne-yo
truffle butter,nicki minaj featuring drake & lil wayne
blank space,taylor swift
lay me down,sam smith
b**** better have my money,rihanna
take your time,sam hunt
take me to church,hozier
talking body,tove lo
ayo,chris brown & tyga
dear future husband,meghan trainor
shake it off,taylor swift
blessings,big sean featuring drake
i want you to know,zedd featuring selena gomez
throw sum mo,rae sremmurd featuring nicki minaj & young thug
heartbeat song,kelly clarkson
i'm not the only one,sam smith
lips are movin,meghan trainor
honey  i'm good.,andy grammer
homegrown,zac brown band
all about that bass,meghan trainor
i don't mind,usher featuring juicy j
riptide,vance joy
worth it,fifth harmony featuring kid ink
centuries,fall out boy
only,nicki minaj featuring drake, lil wayne & chris brown
where are u now,skrillex & diplo with justin bieber
budapest,george ezra
hey mama,david guetta featuring nicki minaj, bebe rexha & afrojack
slow motion,trey songz
outside,calvin harris featuring ellie goulding
elastic heart,sia
jealous,nick jonas
stay with me,sam smith
i don't f**k with you,big sean featuring e-40
7/11,beyonce
all day,kanye west featuring theophilus london, allan kingdom & paul mccartney
know yourself,drake
watch me,silento
ain't worth the whiskey,cole swindell
girl crush,little big town
say you do,dierks bentley
king kunta,kendrick lamar
sippin' on fire,florida georgia line
energy,drake
get low,dillon francis & dj snake
a guy walks into a bar,tyler farr
geronimo,sheppard
lonely eyes,chris young
don't it,billy currington
nobody love,tori kelly
you know you like it,dj snake & alunageorge
raise 'em up,keith urban featuring eric church
smoke,a thousand horses
ride out,kid ink, tyga, wale, yg & rich homie quan
i bet,ciara
believe,mumford & sons
legend,drake
prayer in c,lillywood & robin schulz
10 bands,drake
bright,echosmith
little toy guns,carrie underwood
little red wagon,miranda lambert
commas,future
feeling myself,nicki minaj featuring beyonce
homegrown honey,darius rucker
tear in my heart,twenty one pilots
i really like you,carly rae jepsen
trouble,iggy azalea featuring jennifer hudson
the matrimony,wale featuring usher
go hard or go home,wiz khalifa & iggy azalea
she don't love you,eric paslay
bills,lunchmoney lewis
wild child,kenny chesney with grace potter
diamond rings and old barstools,tim mcgraw with catherine dunn
love you like that,canaan smith
immortals,fall out boy
like a wrecking ball,eric church
love me like you mean it,kelsea ballerini
el perdon (forgiveness),nicky jam & enrique iglesias
crash and burn,thomas rhett
good lovin,ludacris featuring miguel
goodbye,who is fancy
baby be my love song,easton corbin
lean on,major lazer & dj snake featuring mo
tik tok,ke$ha
imma be,the black eyed peas
need you now,lady antebellum
bedrock,young money featuring lloyd
bad romance,lady gaga
sexy chick,david guetta featuring akon
hey  soul sister,train
how low,ludacris
i gotta feeling,the black eyed peas
replay,iyaz
in my head,jason derulo
carry out,timbaland featuring justin timberlake
hard,rihanna featuring jeezy
empire state of mind,jay-z + alicia keys
say aah,trey songz featuring fabolous
telephone,lady gaga featuring beyonce
fireflies,owl city
glitter in the air,p!nk
do you remember,jay sean featuring sean paul & lil jon
according to you,orianthi
two is better than one,boys like girls featuring taylor swift
blah blah blah,ke$ha featuring 3oh!3
down,jay sean featuring lil wayne
live like we're dying,kris allen
baby,justin bieber featuring ludacris
forever,drake featuring kanye west, lil wayne & eminem
you belong with me,taylor swift
use somebody,kings of leon
tie me down,new boyz featuring ray j
haven't met you yet,michael buble
whatcha say,jason derulo
meet me halfway,the black eyed peas
paparazzi,lady gaga
already gone,kelly clarkson
whataya want from me,adam lambert
say something,timbaland featuring drake
naturally,selena gomez & the scene
party in the u.s.a.,miley cyrus
today was a fairytale,taylor swift
breakeven,the script
the truth,jason aldean
why don't we just dance,josh turner
it kills me,melanie fiona
knockout,lil wayne featuring nicki minaj
i wanna rock,snoop dogg
evacuate the dancefloor,cascada
all the right moves,onerepublic
shut it down,pitbull featuring akon
try sleeping with a broken heart,alicia keys
sweet dreams,beyonce
if you only knew,shinedown
life after you,daughtry
3,britney spears
on to the next one,jay-z + swizz beatz
heartbreak warfare,john mayer
drop the world,lil wayne featuring eminem
you and me,dave matthews band
i am,mary j. blige
i made it (cash money heroes),kevin rudolf featuring birdman, jay sean, & lil wayne
white liar,miranda lambert
temporary home,carrie underwood
money to blow,birdman featuring lil wayne & drake
history in the making,darius rucker
set the fire to the third bar,snow patrol featuring martha wainwright
nothin' on you,b.o.b featuring bruno mars
halfway gone,lifehouse
gangsta luv,snoop dogg featuring the-dream
sex therapy,robin thicke
hillbilly bone,blake shelton featuring trace adkins
american saturday night,brad paisley
never gonna be alone,nickelback
hey daddy (daddy's home),usher featuring plies
that's how country boys roll,billy currington
highway 20 ride,zac brown band
bridge over troubled water,mary j. blige & andrea bocelli
f**k today,lil wayne featuring gudda
i invented sex,trey songz featuring drake
cryin' for me (wayman's song),toby keith
a little more country than that,easton corbin
soldier of love,sade
i wanna make you close your eyes,dierks bentley
someday,rob thomas
southern voice,tim mcgraw
american honey,lady antebellum
'til summer comes around,keith urban
hallelujah,justin timberlake & matt morris featuring charlie sexton
shots,lmfao featuring lil jon
who i am,nick jonas & the administration
just breathe,pearl jam
i can transform ya,chris brown featuring lil wayne & swizz beatz
american star,lil wayne featuring shanell aka snl
all the way turnt up,roscoe dash featuring soulja boy tell'em
lemonade,gucci mane
consider me gone,reba
spotlight,gucci mane featuring usher
1901,phoenix
major tom,shiny toy guns
steady mobbin',young money featuring gucci mane
fearless,taylor swift
ain't leavin without you,jaheim
despacito,luis fonsi & daddy yankee featuring justin bieber
i'm the one,dj khaled featuring justin bieber, quavo, chance the rapper & lil wayne
that's what i like,bruno mars
shape of you,ed sheeran
humble.,kendrick lamar
mask off,future
something just like this,the chainsmokers & coldplay
stay,zedd & alessia cara
congratulations,post malone featuring quavo
xo tour llif3,lil uzi vert
body like a back road,sam hunt
say you won't let go,james arthur
issues,julia michaels
redbone,childish gambino
believer,imagine dragons
2u,david guetta featuring justin bieber
it ain't me,kygo x selena gomez
unforgettable,french montana featuring swae lee
there's nothing holdin' me back,shawn mendes
now or never,halsey
castle on the hill,ed sheeran
ispy,kyle featuring lil yachty
bad liar,selena gomez
slow hands,niall horan
malibu,miley cyrus
rolex,ayo & teo
attention,charlie puth
location,khalid
sign of the times,harry styles
swalla,jason derulo featuring nicki minaj & ty dolla $ign
in case you didn't know,brett young
dna.,kendrick lamar
magnolia,playboi carti
closer,the chainsmokers featuring halsey
bad and boujee,migos featuring lil uzi vert
slippery,migos featuring gucci mane
everyday we lit,yfn lucci featuring pnb rock
goosebumps,travis scott
24k magic,bruno mars
tunnel vision,kodak black
t-shirt,migos
drowning,a boogie wit da hoodie featuring kodak black
hurricane,luke combs
strip that down,liam payne featuring quavo
passionfruit,drake
slide,calvin harris featuring frank ocean & migos
the fighter,keith urban featuring carrie underwood
the cure,lady gaga
scars to your beautiful,alessia cara
swang,rae sremmurd
god  your mama  and me,florida georgia line featuring backstreet boys
craving you,thomas rhett featuring maren morris
to the max,dj khaled featuring drake
look at me!,xxxtentacion
crying in the club,camila cabello
first day out,tee grizzley
how not to,dan + shay
love.,kendrick lamar featuring zacari
you look good,lady antebellum
my girl,dylan scott
every time i hear that song,blake shelton
swish swish,katy perry featuring nicki minaj
if i told you,darius rucker
cold,maroon 5 featuring future
felices los 4,maluma
portland,drake featuring quavo & travis scott
drinkin' problem,midland
1-800-273-8255,logic featuring alessia cara & khalid
privacy,chris brown
love galore,sza featuring travis scott
down,fifth harmony featuring gucci mane
flatliner,cole swindell
weak,ajr
loyalty.,kendrick lamar featuring rihanna
yours if you want it,rascal flatts
small town boy,dustin lynch
no promises,cheat codes featuring demi lovato
no such thing as a broken heart,old dominion
do i make you wanna,billy currington
losin control,russ
butterfly effect,travis scott
wokeuplikethis*,playboi carti featuring lil uzi vert
heavy,linkin park featuring kiiara
4 am,2 chainz featuring travis scott
bon appetit,katy perry featuring migos
black,dierks bentley
thunder,imagine dragons
most girls,hailee steinfeld
escapate conmigo,wisin featuring ozuna
subeme la radio,enrique iglesias featuring descemer bueno, zion & lennox or sean paul
somebody else will,justin moore
nobody else but you,trey songz
what ifs,kane brown featuring lauren alaina
good drank,2 chainz x gucci mane x quavo
it's a vibe,2 chainz featuring ty dolla $ign, trey songz & jhene aiko
hometown girl,josh turner
reminder,the weeknd
gyalchester,drake
know no better,major lazer featuring travis scott, camila cabello & quavo
it ain't my fault,brothers osborne
teenage dream,katy perry
love the way you lie,eminem featuring rihanna
dynamite,taio cruz
just the way you are,bruno mars
i like it,enrique iglesias featuring pitbull
dj got us fallin' in love,usher featuring pitbull
mine,taylor swift
take it off,ke$ha
just a dream,nelly
california gurls,katy perry featuring snoop dogg
cooler than me,mike posner
magic,b.o.b featuring rivers cuomo
club can't handle me,flo rida featuring david guetta
airplanes,b.o.b featuring hayley williams
ridin' solo,jason derulo
not afraid,eminem
misery,maroon 5
billionaire,travie mccoy featuring bruno mars
deuces,chris brown featuring tyga & kevin mccall
bottoms up,trey songz featuring nicki minaj
like a g6,far*east movement featuring cataracs & dev
omg,usher featuring will.i.am
find your love,drake
stuck like glue,sugarland
your love,nicki minaj
right above it,lil wayne featuring drake
hot tottie,usher featuring jay-z
the boys of fall,kenny chesney
secrets,onerepublic
animal,neon trees
teach me how to dougie,cali swag district
hey  soul sister,train
f**k you! (forget you),cee lo green
the only exception,paramore
if i had you,adam lambert
half of my heart,john mayer
smile,uncle kracker
need you now,lady antebellum
miss me,drake featuring lil wayne
letting go (dutty love),sean kingston featuring nicki minaj
pretty good at drinkin' beer,billy currington
break your heart,taio cruz featuring ludacris
if i die young,the band perry
if it's love,train
bulletproof,la roux
alejandro,lady gaga
breakeven,the script
love like crazy,lee brice
2012 (it ain't the end),jay sean featuring nicki minaj
there goes my baby,usher
king of anything,sara bareilles
our kind of love,lady antebellum
impossible,shontelle
got your back,t.i. featuring keri hilson
la la la,auburn featuring iyaz
pretty boy swag,soulja boy tell'em
fancy,drake featuring t.i. & swizz beatz
come back song,darius rucker
undo it,carrie underwood
love all over me,monica
all about tonight,blake shelton
erase me,kid cudi featuring kanye west
b.m.f. (blowin' money fast),rick ross featuring styles p
little white church,little big town
my kinda party,jason aldean
september,daughtry
free,zac brown band
break my bank,new boyz featuring iyaz
i'm in,keith urban
roll with it,easton corbin
all over me,josh turner
farmer's daughter,rodney atkins
lover  lover,jerrod niemann
why wait,rascal flatts
the catalyst,linkin park
gettin' over you,david guetta & chris willis featuring fergie & lmfao
glitter in the air,p!nk
as she's walking away,zac brown band featuring alan jackson
power,kanye west
waka waka (this time for africa),shakira featuring freshlyground
bittersweet,fantasia
round & round,selena gomez & the scene
this ain't nothin',craig morgan
ride,ciara featuring ludacris
love like woe,the ready set
kissin u,miranda cosgrove
toot it and boot it,yg
holding you down (goin in circles),jazmine sullivan
little lion man,mumford & sons
champagne life,ne-yo
the man who can't be moved,the script
somebody to love,justin bieber featuring usher
my first kiss,3oh!3 featuring ke$ha
bed intruder song,antoine dodson & the gregory brothers featuring kelly dodson
the breath you take,george strait
only prettier,miranda lambert
trailerhood,toby keith
way out here,josh thompson
hold you (hold yuh),gyptian
anything like me,brad paisley
closer,the chainsmokers featuring halsey
cold water,major lazer featuring justin bieber & mo
heathens,twenty one pilots
cheap thrills,sia featuring sean paul
don't let me down,the chainsmokers featuring daya
this is what you came for,calvin harris featuring rihanna
ride,twenty one pilots
treat you better,shawn mendes
one dance,drake featuring wizkid & kyla
needed me,rihanna
send my love (to your new lover),adele
we don't talk anymore,charlie puth featuring selena gomez
let me love you,dj snake featuring justin bieber
can't stop the feeling!,justin timberlake
into you,ariana grande
too good,drake featuring rihanna
make me...,britney spears featuring g-eazy
broccoli,d.r.a.m. featuring lil yachty
sucker for pain,lil wayne, wiz khalifa & imagine dragons with logic & ty dolla $ign feat. x ambassadors
gold,kiiara
luv,tory lanez
for free,dj khaled featuring drake
i hate u i love u,gnash featuring olivia o'brien
never be like you,flume featuring kai
panda,desiigner
controlla,drake
hymn for the weekend,coldplay
sit still  look pretty,daya
work from home,fifth harmony featuring ty dolla $ign
just like fire,p!nk
side to side,ariana grande featuring nicki minaj
this girl,kungs vs cookin' on 3 burners
no limit,usher featuring young thug
h.o.l.y.,florida georgia line
work,rihanna featuring drake
mama said,lukas graham
stressed out,twenty one pilots
i took a pill in ibiza,mike posner
me too,meghan trainor
all in my head (flex),fifth harmony featuring fetty wap
tiimmy turner,desiigner
unsteady,x ambassadors
peter pan,kelsea ballerini
low life,future featuring the weeknd
don't mind,kent jones
7 years,lukas graham
cake by the ocean,dnce
different for girls,dierks bentley featuring elle king
starving,hailee steinfeld & grey featuring zedd
make you miss me,sam hunt
setting the world on fire,kenny chesney featuring p!nk
i got the keys,dj khaled featuring jay z & future
rise,katy perry
gangsta,kehlani
american country love song,jake owen
may we all,florida georgia line featuring tim mcgraw
in the name of love,martin garrix & bebe rexha
money longer,lil uzi vert
that part,schoolboy q featuring kanye west
from the ground up,dan + shay
purple lamborghini,skrillex & rick ross
