Title,ArtistName,Rank,Weeks,isNew,Target
declaration ,,0,0,1,0
seni unuturum,,0,0,1,0
a little louder,,0,0,1,0
sucker,,0,0,1,0
"bshes a go""""",,0,0,1,0
first you cry,,0,0,1,0
"bbreakin it""""",,0,0,1,0
no you girls,,0,0,1,0
silent night,,0,0,1,0
excerpt of a speech by marcus mosiah garvey,,0,0,1,0
any wich way ,,0,0,1,0
shine on your shoes,,0,0,1,0
se viene,,0,0,1,0
the mystery epoch,,0,0,1,0
kill niggaz,,0,0,1,0
check on it,,0,0,1,0
chateau strut,,0,0,1,0
gut rot,,0,0,1,0
"bbreakin dishes""""",,0,0,1,0
lightning breaks,,0,0,1,0
call on the father,,0,0,1,0
skit #2 ,,0,0,1,0
nunca sabras,,0,0,1,0
salvation,,0,0,1,0
"bjourneys end""""",,0,0,1,0
"bsi je men sors""""",,0,0,1,0
when she dances,,0,0,1,0
"bsince youre in love""""",,0,0,1,0
lost ,,0,0,1,0
michaelangelo,,0,0,1,0
kui rebeneb taevas,,0,0,1,0
mad about the boy,,0,0,1,0
"bcryin""""",,0,0,1,0
mass destruction,,0,0,1,0
silver bells,,0,0,1,0
"bwere always losing blood""""",,0,0,1,0
caviglia,,0,0,1,0
morning at the hotel,,0,0,1,0
la la,,0,0,1,0
when the levee breaks,,0,0,1,0
abstracted,,0,0,1,0
man i used to be,,0,0,1,0
these four walls,,0,0,1,0
"bbaltechs lament""""",,0,0,1,0
could you be love,,0,0,1,0
bereit,,0,0,1,0
whiskey on the fire,,0,0,1,0
saturday,,0,0,1,0
1492,,0,0,1,0
bee sting stings,,0,0,1,0
warhead ,,0,0,1,0
conquer me,,0,0,1,0
nordfjorloftet,,0,0,1,0
slaves & bulldozers,,0,0,1,0
loverman,,0,0,1,0
no angel ,,0,0,1,0
wild card,,0,0,1,0
erased,,0,0,1,0
"bholdin on""""",,0,0,1,0
all i want,,0,0,1,0
"bi dont know you people""""",,0,0,1,0
nature boy,,0,0,1,0
song for a friend ,,0,0,1,0
mostly tha voice ,,0,0,1,0
bakwetu,,0,0,1,0
spiritual passion ,,0,0,1,0
blets lock the door ,,0,0,1,0
too much stuff,,0,0,1,0
ba devils ransom ,,0,0,1,0
byoure my girl ,,0,0,1,0
you devil you,,0,0,1,0
breathe easy,,0,0,1,0
all i can do,,0,0,1,0
"bdont take your spirit away""""",,0,0,1,0
mailbox arson,,0,0,1,0
one person at a time,,0,0,1,0
take my hand,,0,0,1,0
ninja mental,,0,0,1,0
"bun ptit brin de musette""""",,0,0,1,0
and i hear you call,,0,0,1,0
"bmchatties waltz""""",,0,0,1,0
single ladies ,,0,0,1,0
tony yayo explosion,,0,0,1,0
dendem\xc3\xa4nner braucht das land,,0,0,1,0
manuel santill\xc3\xa1n_ el le\xc3\xb3n ,,0,0,1,0
aattelepa ite,,0,0,1,0
part 2 - winterlight,,0,0,1,0
bad woman,,0,0,1,0
amoria,,0,0,1,0
"bdont matter""""",,0,0,1,0
laziest gal in town,,0,0,1,0
"bstuck in a moment you cant get out of""""",,0,0,1,0
the true beast,,0,0,1,0
in this legacy,,0,0,1,0
bad people,,0,0,1,0
death of a nation,,0,0,1,0
if i was your woman,,0,0,1,0
witchcraft,,0,0,1,0
jump in my bed,,0,0,1,0
"bgroovin""""",,0,0,1,0
clown,,0,0,1,0
tic,,0,0,1,0
world on wheels,,0,0,1,0
full house,,0,0,1,0
mahafinaritra,,0,0,1,0
proibida pra mim ,,0,0,1,0
chime,,0,0,1,0
we gotta talk,,0,0,1,0
affliction,,0,0,1,0
blood children ,,0,0,1,0
the woman i need ,,0,0,1,0
natural high ,,0,0,1,0
passage to melilla,,0,0,1,0
someday baby,,0,0,1,0
hole in my head,,0,0,1,0
still,,0,0,1,0
"bf\xc3\xbcr mich solls rote rosen regnen""""",,0,0,1,0
everyday i have the blues,,0,0,1,0
machopolka,,0,0,1,0
the lie,,0,0,1,0
the deceived,,0,0,1,0
no good without you,,0,0,1,0
i hate christmas,,0,0,1,0
rise & shine,,0,0,1,0
you appearing,,0,0,1,0
party in the stomach ,,0,0,1,0
end of the age,,0,0,1,0
talk to me,,0,0,1,0
time flies,,0,0,1,0
take my breath away,,0,0,1,0
crazy,,0,0,1,0
"bdont sit under the apple tree""""",,0,0,1,0
and still i wither,,0,0,1,0
"bi wont spend another night alone""""",,0,0,1,0
guardians of the forest,,0,0,1,0
hell on high heels,,0,0,1,0
dead wrong,,0,0,1,0
my buddy,,0,0,1,0
here i am king,,0,0,1,0
nuoruusmuistoja,,0,0,1,0
ahmea,,0,0,1,0
after lovin you ,,0,0,1,0
beef,,0,0,1,0
quasar,,0,0,1,0
rotten apples,,0,0,1,0
muh- f***a,,0,0,1,0
regarde un peu la france,,0,0,1,0
send me an angel,,0,0,1,0
bullmoose ,,0,0,1,0
long way 2 go ,,0,0,1,0
i am here,,0,0,1,0
tomorrow,,0,0,1,0
un pensamiento,,0,0,1,0
"beugenes lament""""",,0,0,1,0
motownphilly,,0,0,1,0
pants_ meet shit,,0,0,1,0
ability to create a war,,0,0,1,0
overdrive,,0,0,1,0
"brendezvous - ich ha dich seit langem nicht gesehen""""",,0,0,1,0
the beautiful shepherdess of arcadia,,0,0,1,0
zap zap,,0,0,1,0
desde el este,,0,0,1,0
let me show you the way ,,0,0,1,0
wave,,0,0,1,0
caution,,0,0,1,0
"bbeds too big without you""""",,0,0,1,0
swing life away,,0,0,1,0
lullaby for the dead in our life,,0,0,1,0
inhume,,0,0,1,0
"bgods will""""",,0,0,1,0
excuse me,,0,0,1,0
co-pilot ,,0,0,1,0
lindas africanas,,0,0,1,0
ghetto curse words ,,0,0,1,0
two hearts one love,,0,0,1,0
bnow its my turn ,,0,0,1,0
a fall song,,0,0,1,0
tengo un novio t\xc3\xa1ntriko,,0,0,1,0
alive,,0,0,1,0
vapour fragments,,0,0,1,0
ich bin jung und brauche das geld,,0,0,1,0
free ,,0,0,1,0
naval war,,0,0,1,0
make me believe,,0,0,1,0
what do i know,,0,0,1,0
what is light? where is laughter? ,,0,0,1,0
quiet time,,0,0,1,0
ripped pants,,0,0,1,0
your prophetic throne of ivory,,0,0,1,0
guys do it all the time,,0,0,1,0
we are one,,0,0,1,0
the spinward marches,,0,0,1,0
yell out,,0,0,1,0
gotta tell somebody,,0,0,1,0
"bgrandbags funeral""""",,0,0,1,0
chase,,0,0,1,0
yo yo get funky,,0,0,1,0
from da back,,0,0,1,0
mixture of noize ,,0,0,1,0
when heaven falls,,0,0,1,0
woo hoo,,0,0,1,0
"bcant break a dead girls heart""""",,0,0,1,0
did you see jackie robinson hit that ball?,,0,0,1,0
mothers rastas,,0,0,1,0
here comes the hotstepper,,0,0,1,0
twilight,,0,0,1,0
hell on earth ,,0,0,1,0
22 ,,0,0,1,0
empty,,0,0,1,0
hungry people,,0,0,1,0
krazy in luv,,0,0,1,0
reaching for the best,,0,0,1,0
whitfield,,0,0,1,0
in the underworld,,0,0,1,0
these words,,0,0,1,0
get that girl ,,0,0,1,0
sympozium,,0,0,1,0
dhol ton bina,,0,0,1,0
"bdont give up""""",,0,0,1,0
ex nihilo,,0,0,1,0
everytime it rains,,0,0,1,0
the burden ,,0,0,1,0
from the pain,,0,0,1,0
"bits all in how you look at it""""",,0,0,1,0
all night long,,0,0,1,0
believe in me ,,0,0,1,0
dead hackers,,0,0,1,0
comfort zone,,0,0,1,0
better ways,,0,0,1,0
traveling fast,,0,0,1,0
breaking down the walls of heartache,,0,0,1,0
voodoo punnany ,,0,0,1,0
unsaveable ,,0,0,1,0
let men burn stars,,0,0,1,0
all in,,0,0,1,0
monopoly on sorrow,,0,0,1,0
twelve ounce ,,0,0,1,0
feel like blowing my horn,,0,0,1,0
we who finish last,,0,0,1,0
the first cut is the deepest,,0,0,1,0
jones from indiana,,0,0,1,0
simon,,0,0,1,0
la pierrade,,0,0,1,0
bdont want to know ,,0,0,1,0
so long_ astoria,,0,0,1,0
the greeting song ,,0,0,1,0
suicide,,0,0,1,0
give the people,,0,0,1,0
come around ,,0,0,1,0
the real trick,,0,0,1,0
red umbrella ,,0,0,1,0
yesterday,,0,0,1,0
katherine,,0,0,1,0
walpurgisnacht,,0,0,1,0
"bgrits aint groceries""""",,0,0,1,0
climate control,,0,0,1,0
love letter,,0,0,1,0
gotta pay ,,0,0,1,0
meathead ,,0,0,1,0
they reminisce over you ,,0,0,1,0
19th nervous breakdown,,0,0,1,0
sexy ladies,,0,0,1,0
balon combo,,0,0,1,0
why you wanna get funky...,,0,0,1,0
bnothin on you [feat. bruno mars] ,,0,0,1,0
two note swivel ,,0,0,1,0
you are,,0,0,1,0
\xc3\x84i jo,,0,0,1,0
step up,,0,0,1,0
ouragan,,0,0,1,0
come home with me,,0,0,1,0
bury your head ,,0,0,1,0
pianolude,,0,0,1,0
the scarifice ceremony,,0,0,1,0
"byoull never know""""",,0,0,1,0
the race,,0,0,1,0
sample processing failed ,,0,0,1,0
un cachito de ti,,0,0,1,0
blue skies,,0,0,1,0
god you are my god,,0,0,1,0
god unchanging,,0,0,1,0
catcher in the rye,,0,0,1,0
tema de adrian,,0,0,1,0
tengo un amor,,0,0,1,0
sunday,,0,0,1,0
ailleurs,,0,0,1,0
epiphany,,0,0,1,0
my fofo  ,,0,0,1,0
looking back,,0,0,1,0
when i was drinking,,0,0,1,0
rave on ,,0,0,1,0
la mona jacinta,,0,0,1,0
"bdont let her pull you down""""",,0,0,1,0
ten thousand angels,,0,0,1,0
"bbaby_ im your man""""",,0,0,1,0
class clown/good old days ,,0,0,1,0
"bgammer gertens needle""""",,0,0,1,0
leave my kitten alone,,0,0,1,0
strange way to save the world,,0,0,1,0
all about our love,,0,0,1,0
i know a place,,0,0,1,0
the letter that johnny walker read,,0,0,1,0
a dustland fairytale,,0,0,1,0
intro,,0,0,1,0
crayon sharpener,,0,0,1,0
give u my heart,,0,0,1,0
the wonderful world of the young,,0,0,1,0
the hanged man,,0,0,1,0
the forgotten lands,,0,0,1,0
one the road ,,0,0,1,0
harboring an apparition,,0,0,1,0
shattered life,,0,0,1,0
in your dreams,,0,0,1,0
night falls ,,0,0,1,0
violet heart box,,0,0,1,0
it hurts me too,,0,0,1,0
bgabriels oboe ,,0,0,1,0
diamonds from sierra leone,,0,0,1,0
hard hitters,,0,0,1,0
fortress,,0,0,1,0
the meantime,,0,0,1,0
die meisten,,0,0,1,0
are you happy ,,0,0,1,0
11th street,,0,0,1,0
the climb/paranoia,,0,0,1,0
collide,,0,0,1,0
need,,0,0,1,0
everyday,,0,0,1,0
stop!,,0,0,1,0
over the river,,0,0,1,0
amour noir n 7,,0,0,1,0
defend you ,,0,0,1,0
no hay manera,,0,0,1,0
in my hood ,,0,0,1,0
"bst patricks an dro""""",,0,0,1,0
god in my bed,,0,0,1,0
holli holi nach kuriye,,0,0,1,0
2 + 2 = 5,,0,0,1,0
my baby ,,0,0,1,0
the flight of the serpentarius,,0,0,1,0
another lover,,0,0,1,0
the last man on earth,,0,0,1,0
no such thing as control ,,0,0,1,0
midnight jump,,0,0,1,0
for my people,,0,0,1,0
que suene mi campana,,0,0,1,0
marching,,0,0,1,0
ring the alarm,,0,0,1,0
"byou dont belong""""",,0,0,1,0
4 in the morning,,0,0,1,0
leaving the docks,,0,0,1,0
1001 robots,,0,0,1,0
"bjust dont give a fuck""""",,0,0,1,0
rumour ,,0,0,1,0
coral fang ,,0,0,1,0
see what tomorrow brings,,0,0,1,0
laakista humppa,,0,0,1,0
the second one,,0,0,1,0
take it for granted,,0,0,1,0
nothing ,,0,0,1,0
fucked,,0,0,1,0
zephyrus,,0,0,1,0
let me be the one,,0,0,1,0
me duele,,0,0,1,0
nothing to hold me,,0,0,1,0
coma,,0,0,1,0
tercer mundo,,0,0,1,0
keep hope alive,,0,0,1,0
la medalla,,0,0,1,0
"theme from come september"" ",,0,0,1,0
"bim glad""""",,0,0,1,0
one love,,0,0,1,0
bma vie nest pas la tienne ,,0,0,1,0
famous one,,0,0,1,0
best in la,,0,0,1,0
la bruja chafa,,0,0,1,0
the benevolent path,,0,0,1,0
voyage to eternal life,,0,0,1,0
again ,,0,0,1,0
tango,,0,0,1,0
lovely day,,0,0,1,0
explode,,0,0,1,0
when it stings,,0,0,1,0
hindsight,,0,0,1,0
com una flama,,0,0,1,0
end of the beginning,,0,0,1,0
black connect 3,,0,0,1,0
"blifes blood""""",,0,0,1,0
"blookin for my baby""""",,0,0,1,0
the harbour,,0,0,1,0
"blidole des femmes""""",,0,0,1,0
la rosa,,0,0,1,0
kicking and screaming,,0,0,1,0
emerald,,0,0,1,0
karma,,0,0,1,0
mohair locker room pin-up boys,,0,0,1,0
enslaved by propaganda,,0,0,1,0
firestarter,,0,0,1,0
testify,,0,0,1,0
r\xc3\xbclpsen sie eine hauptstadt,,0,0,1,0
open arms,,0,0,1,0
stampede,,0,0,1,0
all hands on deck part 2: open water [album version],,0,0,1,0
the magic violin,,0,0,1,0
the darkness ,,0,0,1,0
lullaby [with ladysmith black mambazo] ,,0,0,1,0
walk on the wild side,,0,0,1,0
parallel universe ,,0,0,1,0
the court,,0,0,1,0
speechless,,0,0,1,0
lost,,0,0,1,0
listen,,0,0,1,0
merry-go-round,,0,0,1,0
6th chakra: keynote a - chakra suite ,,0,0,1,0
hydraulic pimp,,0,0,1,0
"blifes railway to heaven""""",,0,0,1,0
hello space boy,,0,0,1,0
i wish i was a punk rocker ,,0,0,1,0
come on back home,,0,0,1,0
talk of the town,,0,0,1,0
denk,,0,0,1,0
attic room,,0,0,1,0
sometimes,,0,0,1,0
a movie of a placid lake on a moonless night in september,,0,0,1,0
molten,,0,0,1,0
zeno beach,,0,0,1,0
the road goes on forever,,0,0,1,0
medicine,,0,0,1,0
telegrama,,0,0,1,0
sachmagehtsnoch,,0,0,1,0
love me,,0,0,1,0
diamond eyes ,,0,0,1,0
the witching hour,,0,0,1,0
put down your weapons,,0,0,1,0
"blamour existe encore""""",,0,0,1,0
leather prowler,,0,0,1,0
this is my life,,0,0,1,0
war,,0,0,1,0
all creatures of our god and king,,0,0,1,0
make a move on me,,0,0,1,0
chiove,,0,0,1,0
all for the sake of the song,,0,0,1,0
crazy,,0,0,1,0
believe in what i say,,0,0,1,0
mykel and carli,,0,0,1,0
when rules change,,0,0,1,0
hold on,,0,0,1,0
talking to trees,,0,0,1,0
morning bird,,0,0,1,0
bdont be afraid ,,0,0,1,0
final straw ,,0,0,1,0
bliv du till gran ,,0,0,1,0
"byouve got a friend""""",,0,0,1,0
if today was your last day ,,0,0,1,0
damn those eyes,,0,0,1,0
oops!...i did it again,,0,0,1,0
red ,,0,0,1,0
crushing belial,,0,0,1,0
god of love ,,0,0,1,0
better days,,0,0,1,0
laser show ,,0,0,1,0
nude with boots,,0,0,1,0
here the sun never shines,,0,0,1,0
ett norrskensd\xc3\xa5d,,0,0,1,0
cunoasterea tacuta,,0,0,1,0
dinosaur bones,,0,0,1,0
cintura fina,,0,0,1,0
new meaning,,0,0,1,0
misty bog,,0,0,1,0
ciudad desierta,,0,0,1,0
hold up my heart,,0,0,1,0
a sailboat in the moonlight,,0,0,1,0
directions to my special place,,0,0,1,0
i do ,,0,0,1,0
between you and me,,0,0,1,0
angel,,0,0,1,0
ongoing plague,,0,0,1,0
la chola caderona,,0,0,1,0
peace dance,,0,0,1,0
flute,,0,0,1,0
big girl blues,,0,0,1,0
"baint gone n give up on love""""",,0,0,1,0
tracy,,0,0,1,0
"bsavin me""""",,0,0,1,0
bim a chicken head ,,0,0,1,0
"bhow y all doin""""",,0,0,1,0
rules of attraction ,,0,0,1,0
crackbabies,,0,0,1,0
fear of girls ,,0,0,1,0
roll old jeremiah,,0,0,1,0
secret lovers ,,0,0,1,0
suti-suti,,0,0,1,0
bring it on,,0,0,1,0
shirley,,0,0,1,0
little bird,,0,0,1,0
karola,,0,0,1,0
sense,,0,0,1,0
harmony of the forest,,0,0,1,0
still,,0,0,1,0
ask the angels,,0,0,1,0
all time low ,,0,0,1,0
vacation rain ,,0,0,1,0
byal ravnec,,0,0,1,0
2 late 4 goodbyes,,0,0,1,0
guantanamera,,0,0,1,0
"bpollys dress""""",,0,0,1,0
objection ,,0,0,1,0
doomed to walk the earth,,0,0,1,0
polyester,,0,0,1,0
the dark road,,0,0,1,0
breaking in,,0,0,1,0
bnothings the same ,,0,0,1,0
"bside steppin""""",,0,0,1,0
facedown,,0,0,1,0
"bi dont like it like this""""",,0,0,1,0
she will be loved,,0,0,1,0
"bim a tomorrow""""",,0,0,1,0
where you belong,,0,0,1,0
fair enough ,,0,0,1,0
imaginary love,,0,0,1,0
american lovebite,,0,0,1,0
les deux guitares,,0,0,1,0
down ,,0,0,1,0
back then,,0,0,1,0
call me,,0,0,1,0
scrap,,0,0,1,0
zearocks ,,0,0,1,0
the four big ones ,,0,0,1,0
quiero ser tu sue\xc3\xb1o,,0,0,1,0
becoming ,,0,0,1,0
my herione ,,0,0,1,0
so,,0,0,1,0
marbles,,0,0,1,0
cielito lindo,,0,0,1,0
for all we know,,0,0,1,0
"bknowing youll be there""""",,0,0,1,0
boda de oro,,0,0,1,0
darling_ i want to destroy you,,0,0,1,0
de rien,,0,0,1,0
on probation,,0,0,1,0
"barmageddons raid""""",,0,0,1,0
let it be me,,0,0,1,0
as nice as i can be,,0,0,1,0
the people you care for,,0,0,1,0
superman,,0,0,1,0
the end is near ,,0,0,1,0
from now until then,,0,0,1,0
love in time,,0,0,1,0
oversleeping,,0,0,1,0
murphy lee,,0,0,1,0
"blets wrap up""""",,0,0,1,0
pass me not ,,0,0,1,0
we three kings,,0,0,1,0
the end. [live in mexico],,0,0,1,0
main street eyes,,0,0,1,0
"bcant make you love me""""",,0,0,1,0
night terrors ,,0,0,1,0
guns and the young,,0,0,1,0
the carrying arms,,0,0,1,0
we blame love,,0,0,1,0
on the wing,,0,0,1,0
the door,,0,0,1,0
automatic,,0,0,1,0
"byoure my first lady""""",,0,0,1,0
"bi dont wanna be a war hero""""",,0,0,1,0
hold on,,0,0,1,0
we got what you want,,0,0,1,0
ma pr\xc3\xa9f\xc3\xa9rence ,,0,0,1,0
90er,,0,0,1,0
music and politics,,0,0,1,0
under the weather,,0,0,1,0
origins and endings,,0,0,1,0
your revolution is a joke,,0,0,1,0
q loop,,0,0,1,0
make it last,,0,0,1,0
kuolema tekee taiteilijan,,0,0,1,0
bside,,0,0,1,0
good morning captain,,0,0,1,0
festival of holi,,0,0,1,0
estimate,,0,0,1,0
volvere,,0,0,1,0
da da da da,,0,0,1,0
hurry up and come,,0,0,1,0
forever,,0,0,1,0
beauty supply and demand,,0,0,1,0
to sir with love,,0,0,1,0
signs can hear all,,0,0,1,0
genius of love 2002 ,,0,0,1,0
falling apart,,0,0,1,0
is it love,,0,0,1,0
deep blue,,0,0,1,0
l.s.m.,,0,0,1,0
cycle time,,0,0,1,0
transmission ,,0,0,1,0
in hell ,,0,0,1,0
"bralphs rhapsody""""",,0,0,1,0
love & understanding,,0,0,1,0
we are the ones ,,0,0,1,0
other side of you,,0,0,1,0
i know where i am now,,0,0,1,0
chicago bound blues,,0,0,1,0
psalm 27,,0,0,1,0
marvel hill,,0,0,1,0
love is what we make it,,0,0,1,0
estoy aqu\xc3\xad,,0,0,1,0
michael nobody aka poetic death,,0,0,1,0
private dancer,,0,0,1,0
lappi pt iv eti\xc3\xa4inen,,0,0,1,0
american girl,,0,0,1,0
syrup sipping ,,0,0,1,0
xenophobic hate machine,,0,0,1,0
4 words ,,0,0,1,0
chatma,,0,0,1,0
all alone ,,0,0,1,0
please come out tonight,,0,0,1,0
"bworld comes tumblin down""""",,0,0,1,0
carita de rosa,,0,0,1,0
slipping away/here is kazmeyer,,0,0,1,0
destroy everything ,,0,0,1,0
the gre,,0,0,1,0
loud & clear ,,0,0,1,0
freaxxx,,0,0,1,0
roses,,0,0,1,0
long way from home,,0,0,1,0
raw power,,0,0,1,0
head banger,,0,0,1,0
"bim chillin""""",,0,0,1,0
strip the soul ,,0,0,1,0
come dance with me,,0,0,1,0
one moment with you,,0,0,1,0
"bthe lords prayer""""",,0,0,1,0
red gun,,0,0,1,0
i want you,,0,0,1,0
malice,,0,0,1,0
arco arena,,0,0,1,0
ride out dip,,0,0,1,0
stop the world,,0,0,1,0
wo ai ni_ zai jian!,,0,0,1,0
"bthings i dont understand""""",,0,0,1,0
you are everything,,0,0,1,0
"bi cant rest""""",,0,0,1,0
pictures to prove it,,0,0,1,0
like i never loved before,,0,0,1,0
dying under a binary star,,0,0,1,0
fear factor ,,0,0,1,0
dancing with tears in my eyes 2004 ,,0,0,1,0
blues all around my bed,,0,0,1,0
paper thin,,0,0,1,0
cafe declouet,,0,0,1,0
gangsta lean ,,0,0,1,0
every you every me ,,0,0,1,0
first day ,,0,0,1,0
celluloid heroes,,0,0,1,0
eleanor,,0,0,1,0
the drug suite,,0,0,1,0
was wollen wir noch mehr?,,0,0,1,0
chasing windmills,,0,0,1,0
no reply ,,0,0,1,0
nature boy,,0,0,1,0
"bwhere you think youre goin?""""",,0,0,1,0
unsafe sextet/gilded hearts of booklovers,,0,0,1,0
freak,,0,0,1,0
tirador ,,0,0,1,0
no ordinary love ,,0,0,1,0
evigne,,0,0,1,0
head gone/wine up uh self ,,0,0,1,0
getting closer,,0,0,1,0
tough guy,,0,0,1,0
bubble music,,0,0,1,0
flesh and blood,,0,0,1,0
good friend,,0,0,1,0
yellow brown,,0,0,1,0
fractured quantum,,0,0,1,0
free love,,0,0,1,0
qu ni de hun li,,0,0,1,0
smoke in the air ,,0,0,1,0
red sails in the sunset,,0,0,1,0
irm,,0,0,1,0
kapitel 4,,0,0,1,0
20.000 seconds,,0,0,1,0
look thru my eyes,,0,0,1,0
sugar coated sour,,0,0,1,0
il y a une question ,,0,0,1,0
cannibal ,,0,0,1,0
"bspiders nest blues""""",,0,0,1,0
hoes & discos,,0,0,1,0
harmony,,0,0,1,0
"bits surprising what the lord can do""""",,0,0,1,0
mein herz kann man nicht kaufen,,0,0,1,0
if this is the end,,0,0,1,0
tonight,,0,0,1,0
jean dominique intro,,0,0,1,0
my old man boogie,,0,0,1,0
music for the head,,0,0,1,0
trybal,,0,0,1,0
night time blues,,0,0,1,0
dirty harry ,,0,0,1,0
sadness,,0,0,1,0
with a little dub from my friends ,,0,0,1,0
"bim mad""""",,0,0,1,0
when me a move,,0,0,1,0
"bi love the life im living""""",,0,0,1,0
stone a pig,,0,0,1,0
skiff for the suits,,0,0,1,0
house of sin,,0,0,1,0
city headache,,0,0,1,0
78 stimulator,,0,0,1,0
sag es sag es feat. neo,,0,0,1,0
"bmoney didnt change me""""",,0,0,1,0
virtuous woman,,0,0,1,0
happy safari,,0,0,1,0
separate ways,,0,0,1,0
en la tierra caliente,,0,0,1,0
"beverybodys gonna be happy""""",,0,0,1,0
got you moving,,0,0,1,0
threadbare gypsy soul,,0,0,1,0
are you the one?,,0,0,1,0
porcelaine,,0,0,1,0
viimeiset hitaat,,0,0,1,0
junk,,0,0,1,0
programmed to consume,,0,0,1,0
when horsepower meant what it said,,0,0,1,0
he took a cab to neptune,,0,0,1,0
michael a grammar,,0,0,1,0
primordial breath,,0,0,1,0
then came you,,0,0,1,0
the arctic ocean ,,0,0,1,0
steel guitar rag,,0,0,1,0
green mind,,0,0,1,0
bim alive ,,0,0,1,0
les psys,,0,0,1,0
"bdieters theme""""",,0,0,1,0
thrill pistol,,0,0,1,0
"bfreezin from the inside out""""",,0,0,1,0
escape from the underrealm,,0,0,1,0
bleeds in blue ,,0,0,1,0
mi coraz\xc3\xb3n y mi mente,,0,0,1,0
"bive been working on the railroad""""",,0,0,1,0
amazing,,0,0,1,0
"bgaffos ball""""",,0,0,1,0
concede,,0,0,1,0
slatke male maloletnice,,0,0,1,0
djungelstadt,,0,0,1,0
"bdont treat me bad""""",,0,0,1,0
hala_ tumba and timbal,,0,0,1,0
"bive been trying""""",,0,0,1,0
tainted love feat. tatz,,0,0,1,0
curse of sound ,,0,0,1,0
ida red,,0,0,1,0
midnight lovers,,0,0,1,0
constructing the absence,,0,0,1,0
praz him ,,0,0,1,0
the song remains the same ,,0,0,1,0
everything in its right place,,0,0,1,0
shoot the dog,,0,0,1,0
eat or get ate,,0,0,1,0
better life,,0,0,1,0
house full of bullets,,0,0,1,0
everything man ,,0,0,1,0
unwanted,,0,0,1,0
blue orchid,,0,0,1,0
eduardo,,0,0,1,0
josy,,0,0,1,0
because of you ,,0,0,1,0
control it ,,0,0,1,0
loud up!!,,0,0,1,0
everybody,,0,0,1,0
aulis gerlander,,0,0,1,0
yksin\xc3\xa4isin,,0,0,1,0
el perro,,0,0,1,0
never my love,,0,0,1,0
as mist lay silent beneath,,0,0,1,0
henrys death,,0,0,1,0
the way love is,,0,0,1,0
cabaret,,0,0,1,0
"ball thats left""""",,0,0,1,0
spent,,0,0,1,0
looking back,,0,0,1,0
"bits all understood""""",,0,0,1,0
the ball,,0,0,1,0
idnnitkhtr,,0,0,1,0
i am fred astaire ,,0,0,1,0
beautiful,,0,0,1,0
memphis jug,,0,0,1,0
reminisce for a while ,,0,0,1,0
we all need love,,0,0,1,0
honey,,0,0,1,0
slave song,,0,0,1,0
junko partner,,0,0,1,0
"bcant stop cocoa tea""""",,0,0,1,0
u not like me,,0,0,1,0
"bits all in my mind""""",,0,0,1,0
14 botellas,,0,0,1,0
cold youth,,0,0,1,0
sun shower - cadence weapon remix ,,0,0,1,0
why did you all lie to me?,,0,0,1,0
tuscan chica,,0,0,1,0
transamazonia ,,0,0,1,0
unbreak my heart,,0,0,1,0
evergreen,,0,0,1,0
rebel music,,0,0,1,0
wailing sounds,,0,0,1,0
"b57 chevrolet""""",,0,0,1,0
you left me,,0,0,1,0
"bdont cha know""""",,0,0,1,0
february song [live],,0,0,1,0
take her out,,0,0,1,0
lover in demand,,0,0,1,0
sunshower,,0,0,1,0
"bbreakin""""",,0,0,1,0
good enough,,0,0,1,0
shadow after dark,,0,0,1,0
cellular phone,,0,0,1,0
xtra thump ,,0,0,1,0
limbo rock,,0,0,1,0
"bis it the skin im in?""""",,0,0,1,0
pr\xc3\xa9liminaires_ par philippe pag\xc3\xa8s ,,0,0,1,0
josephine ,,0,0,1,0
"bwhats gonna happen on the 8th day""""",,0,0,1,0
only love,,0,0,1,0
"bromeos exile""""",,0,0,1,0
well oh well,,0,0,1,0
assassin,,0,0,1,0
b,,0,0,1,0
korea ,,0,0,1,0
thats what i like about a country song,,0,0,1,0
the world turned upside down,,0,0,1,0
the fourth wish,,0,0,1,0
"beveryones at it""""",,0,0,1,0
m\xc3\xa4dchen mit plan,,0,0,1,0
everyone ,,0,0,1,0
check 1_2,,0,0,1,0
ville eyolf,,0,0,1,0
show a sign of life,,0,0,1,0
c day ,,0,0,1,0
mark my words ,,0,0,1,0
macarena,,0,0,1,0
ain`t got nothing ,,0,0,1,0
rock the house ,,0,0,1,0
old man rocking chair,,0,0,1,0
bystander ,,0,0,1,0
"bi cant stand it""""",,0,0,1,0
way beyond,,0,0,1,0
yhteinen koti,,0,0,1,0
aljarafe,,0,0,1,0
oprah ,,0,0,1,0
i constantly thank god for esteban ,,0,0,1,0
blueberry hill,,0,0,1,0
ju ju,,0,0,1,0
boar hog blues,,0,0,1,0
where we are from,,0,0,1,0
traffic,,0,0,1,0
mr. wonderful,,0,0,1,0
same game,,0,0,1,0
within my blood,,0,0,1,0
eight ,,0,0,1,0
ocean drive,,0,0,1,0
"bdanger! shes a stranger""""",,0,0,1,0
b,,0,0,1,0
why u mad at me ,,0,0,1,0
enerv\xc3\xa9,,0,0,1,0
over and out [album version],,0,0,1,0
chuckanut drive,,0,0,1,0
the legend of yellow boobie,,0,0,1,0
frankie and johnny,,0,0,1,0
en mis besos,,0,0,1,0
"bjolie blons gone""""",,0,0,1,0
crawlspace,,0,0,1,0
