Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Target
trina & tamara,whatd you come here for?,1999,07,0.456,0.649,8.0,-6.157,1.0,0.0265,0.0323,4.02e-06,0.0461,0.0763,152.957,14131807,1
creed,one,2001,01,0.882,0.638,11.0,-8.143,1.0,0.346,0.0283,0.0,0.0881,0.507,92.994,1135616,1
the offspring,why dont you get a job?,1998,11,0.806,0.802,1.0,-7.076,1.0,0.102,0.162,0.000885,0.0698,0.529,127.931,7342567,1
lit,my own worst enemy,1999,02,0.753,0.349,9.0,-9.136,0.0,0.0275,0.405,0.00669,0.0782,0.289,107.971,1277105,1
savage garden,the animal song,1999,11,0.567,0.553,2.0,-6.693,1.0,0.0258,0.483,2.42e-05,0.186,0.317,76.942,13753810,1
martina mcbride,whatever you say,2012,10,0.707,0.692,0.0,-6.937,1.0,0.0409,0.0534,0.00796,0.0649,0.248,116.868,3900685,1
ja rule,holla holla,1999,01,0.88,0.577,10.0,-8.093,0.0,0.302,0.0564,1.02e-06,0.201,0.74,90.991,2150181,1
whitney houston,its not right but its okay,1998,11,0.579,0.728,8.0,-6.459,1.0,0.0315,0.109,4.71e-06,0.133,0.686,83.582,593055,1
keith sweat,im not ready,1998,09,0.551,0.845,4.0,-6.252,1.0,0.0401,0.0332,0.0,0.393,0.829,91.01,3008023,1
aaron tippin,im leaving,1998,01,0.6,0.949,7.0,-5.473,0.0,0.0556,0.187,0.00539,0.105,0.752,99.387,5614658,1
madonna,nothing really matters,1998,03,0.721,0.546,5.0,-6.845,1.0,0.0269,0.0362,0.00487,0.114,0.612,115.387,48855,1
dmx,ruff ryders anthem,1998,05,0.67,0.766,4.0,-11.024,0.0,0.0672,0.0976,0.00495,0.0472,0.456,95.754,2301103,1
shedaisy,little good-byes,1999,01,0.771,0.936,2.0,-7.741,1.0,0.0556,0.0411,0.00312,0.0554,0.476,112.0,2301103,1
mulberry lane,harmless,1999,01,0.722,0.758,1.0,-9.33,1.0,0.0622,0.00485,0.00246,0.0768,0.645,117.975,772,1
siouxsie & the banshees,kiss them for me,1991,06,0.831,0.921,5.0,-2.383,0.0,0.0581,0.153,0.00213,0.305,0.794,108.002,577360,1
bob seger & the silver bullet band,the real love,1991,08,0.666,0.531,7.0,-9.881,0.0,0.0521,0.117,1.39e-06,0.039,0.551,137.17,0,1
donna summer,when love cries,1991,08,0.725,0.894,6.0,-9.122,0.0,0.0838,0.00476,0.259,0.0489,0.529,105.723,1902354,1
b.g. the prince of rap,this beat is hot,2019,08,0.628,0.932,1.0,-8.914,1.0,0.0508,0.000996,0.309,0.0511,0.969,187.925,6638588,1
paula abdul,vibeology,1991,01,0.62,0.508,7.0,-11.621,1.0,0.0272,0.118,0.0,0.187,0.289,95.01,684518,1
michael jackson,remember the time,1991,11,0.463,0.4,6.0,-9.999,0.0,0.0308,0.643,2.46e-05,0.131,0.121,77.314,1574205,1
mint condition,breakin my heart (pretty brown eyes),1991,01,0.575,0.937,2.0,-5.858,1.0,0.0496,0.0563,1.06e-05,0.178,0.634,112.045,3362381,1
p.m. dawn,paper doll,2018,12,0.796,0.688,7.0,-7.932,0.0,0.0558,0.00131,0.361,0.0888,0.573,119.768,3348102,1
luther vandross,the rush,1991,04,0.623,0.787,4.0,-8.519,0.0,0.0356,0.112,0.0,0.139,0.769,133.91,2491145,1
michael bolton,missing you now,1991,04,0.744,0.819,7.0,-10.303,1.0,0.0546,0.0259,0.00229,0.178,0.87,120.355,3357927,1
celine dion and peabo bryson,beauty and the beast,1992,04,0.535,0.644,7.0,-11.232,1.0,0.0345,0.0329,0.0,0.104,0.629,154.062,20456947,1
blur,theres no other way,1991,08,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,1239663,1
clubland,hold on (tighter to love),2008,03,0.491,0.867,6.0,-2.313,0.0,0.103,0.167,0.0,0.458,0.602,167.965,9654831,1
the northern pikes,she aint pretty,1990,01,0.699,0.304,1.0,-11.192,1.0,0.0993,0.779,0.000993,0.137,0.271,119.705,10029614,1
giggles,what goes around comes around,1992,08,0.863,0.657,7.0,-7.295,1.0,0.105,0.264,0.00619,0.0713,0.829,115.958,2301103,1
tony terry,everlasting love,1990,11,0.491,0.34,3.0,-12.18,1.0,0.0293,0.645,1.46e-06,0.112,0.226,133.305,943338,1
xxxtentacion,moonlight,2018,03,0.564,0.825,8.0,-7.081,1.0,0.0365,0.0877,7.47e-06,0.246,0.585,127.112,498037,1
panic! at the disco,say amen (saturday night),2018,06,0.86,0.636,2.0,-15.511,1.0,0.145,0.172,4.9e-05,0.368,0.842,128.012,2301103,1
xxxtentacion,the remedy for a broken heart (why am i so in love),2018,03,0.372,0.393,1.0,-13.239,0.0,0.0445,0.0131,1.93e-05,0.224,0.0963,111.159,7194980,1
alice merton,no roots,2017,08,0.574,0.897,2.0,-6.599,1.0,0.0387,6.78e-05,1.03e-05,0.256,0.661,122.977,163303,1
russ irwin,my heart belongs to you,2011,01,0.65,0.371,0.0,-13.623,0.0,0.026,0.457,0.0116,0.102,0.561,102.583,3362381,1
bad english,straight to your heart,1991,08,0.506,0.409,2.0,-10.726,1.0,0.0307,0.141,0.238,0.106,0.253,122.265,28847,1
k.m.c. kru,the devil came up to michigan,1991,04,0.406,0.124,10.0,-19.825,1.0,0.0342,0.613,1.08e-06,0.108,0.316,168.4,1596850,1
the commitments,try a little tenderness,1991,01,0.465,0.16,9.0,-18.027,1.0,0.0406,0.812,1.11e-06,0.109,0.293,114.591,34383407,1
belinda carlisle,do you feel like i feel?,2013,01,0.573,0.557,9.0,-9.778,1.0,0.0283,0.000247,2.26e-05,0.271,0.519,81.536,2063891,1
crowded house,fall at your feet,1991,01,0.536,0.741,4.0,-10.009,0.0,0.0375,0.156,0.00254,0.132,0.343,114.999,134754,1
lenny kravitz,stand by my woman,1991,04,0.291,0.546,1.0,-10.473,1.0,0.039,0.0247,0.0,0.0731,0.203,134.676,4505963,1
crash test dummies,supermans song,1991,04,0.771,0.597,8.0,-8.696,1.0,0.0347,0.284,7.09e-05,0.0548,0.875,119.972,12086,1
marc cohn,true companion,1991,02,0.593,0.639,1.0,-5.826,1.0,0.0307,0.446,0.0,0.0998,0.332,142.881,37870,1
voice of the beehive,monsters and angels,1991,01,0.674,0.932,8.0,-3.257,1.0,0.165,0.181,2.16e-06,0.303,0.531,129.025,22407344,1
richie sambora,ballad of youth,1991,01,0.661,0.937,10.0,-3.83,0.0,0.0744,0.000967,1.59e-05,0.355,0.535,131.001,1025001,1
desmond child,youre the story of my life,1991,06,0.481,0.849,4.0,-5.131,1.0,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,2653770,1
smokey robinson,double good everything,2010,01,0.637,0.861,1.0,-3.781,1.0,0.325,0.0464,0.0,0.247,0.382,173.838,202205,1
lady antebellum,just a kiss,2011,01,0.68,0.741,2.0,-5.055,1.0,0.0357,0.347,1.87e-06,0.117,0.635,127.024,16313767,1
pitbull featuring ne-yo,give me everything,2013,06,0.645,0.904,2.0,-4.532,1.0,0.0462,0.0293,0.0,0.0834,0.671,105.97,14143205,1
lady gaga,judas,2011,01,0.56,0.867,1.0,-4.801,1.0,0.0281,0.000273,4.25e-05,0.135,0.594,136.237,1878402,1
blake shelton,honey bee,2011,07,0.568,0.761,4.0,-3.987,1.0,0.0459,0.452,0.0,0.217,0.789,163.974,34383407,1
bad meets evil,fast lane,2011,01,0.72,0.861,11.0,-4.339,1.0,0.209,0.269,5.11e-06,0.601,0.669,126.991,2987487,1
jason aldean,dirt road anthem,2010,11,0.634,0.716,2.0,-6.502,1.0,0.128,0.0341,0.0,0.0877,0.619,91.039,7181483,1
luke bryan,country girl (shake it for me),2011,01,0.686,0.783,4.0,-4.977,1.0,0.119,0.0764,0.0,0.163,0.814,99.978,7285610,1
glee cast,go your own way,2011,05,0.733,0.899,0.0,-4.237,1.0,0.143,0.00496,4.72e-05,0.372,0.76,127.086,5614658,1
taylor swift,mean,2010,10,0.32,0.0622,5.0,-10.938,1.0,0.039,0.964,1.2e-06,0.0867,0.393,183.497,487339,1
nicki minaj,super bass,2010,01,0.374,0.657,11.0,-6.086,1.0,0.0325,0.0434,0.0,0.219,0.376,74.234,18460059,1
chris brown,she aint you,2011,03,0.434,0.984,10.0,-6.201,1.0,0.123,0.000178,0.000226,0.08,0.158,160.011,2223029,1
hot chelle rae,tonight tonight,2011,11,0.558,0.673,6.0,-4.914,1.0,0.0291,0.015,0.000655,0.0758,0.445,139.985,13981863,1
beyonce,run the world (girls),2011,06,0.63,0.86,0.0,-6.117,1.0,0.0327,0.00115,1.19e-06,0.231,0.911,95.978,4546811,1
glee cast,songbird,2011,05,0.473,0.604,7.0,-4.034,1.0,0.0337,0.038,0.0,0.103,0.271,123.857,17918111,1
justin moore,if heaven wasnt so far away,2011,01,0.528,0.446,1.0,-8.665,1.0,0.0337,0.582,0.0157,0.11,0.742,175.979,3560377,1
avenged sevenfold,not ready to die,2011,05,0.831,0.74,1.0,-3.723,1.0,0.152,0.00557,0.0,0.302,0.21,140.041,479013,1
eric church,homeboy,2011,01,0.348,0.484,0.0,-8.171,0.0,0.0359,0.109,0.0,0.125,0.337,75.492,766616,1
seether,country song,2011,01,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,4804320,1
glee cast,dont stop,2009,11,0.579,0.878,2.0,-5.396,1.0,0.145,0.29,0.0,0.789,0.88,165.972,7181483,1
glee cast,never going back again,2011,05,0.823,0.56,0.0,-6.197,1.0,0.0299,0.119,1.18e-05,0.105,0.798,120.508,13981863,1
ace hood,hustle hard,2011,01,0.578,0.648,2.0,-5.106,1.0,0.0522,0.463,9.25e-06,0.0633,0.813,178.011,3357435,1
glee cast,i feel pretty / unpretty,2011,05,0.6,0.808,4.0,-4.679,1.0,0.0403,0.208,0.0,0.196,0.809,172.016,17918111,1
foster the people,pumped up kicks,2011,05,0.502,0.948,6.0,-3.717,1.0,0.121,0.0099,4.54e-06,0.0809,0.102,139.979,784935,1
dierks bentley,am i the only one,2012,01,0.305,0.452,0.0,-6.077,0.0,0.0293,0.952,1.68e-05,0.129,0.21,79.83,375871,1
glee cast featuring kristin chenoweth,dreams,2011,05,0.653,0.711,9.0,-6.454,1.0,0.0623,0.109,0.0,0.443,0.769,160.048,3241146,1
toby keith,somewhere else,2010,10,0.554,0.621,11.0,-7.076,1.0,0.0269,0.162,2.56e-05,0.155,0.151,155.817,15242169,1
jake owen,barefoot blue jean night,2011,08,0.707,0.805,4.0,-4.797,0.0,0.0594,0.132,0.000135,0.413,0.895,120.038,199275,1
thirty seconds to mars,closer to the edge,2009,01,0.939,0.675,0.0,-7.232,1.0,0.211,0.0915,0.0,0.0565,0.795,96.918,7299851,1
adele,turning tables,2011,01,0.742,0.258,3.0,-11.885,0.0,0.0339,0.451,0.0,0.0926,0.476,82.576,522951,1
wiz khalifa,no sleep,2011,03,0.694,0.365,1.0,-12.294,0.0,0.0635,0.054,3.43e-05,0.401,0.693,80.904,1776405,1
craig campbell,family man,2011,04,0.587,0.456,9.0,-7.011,1.0,0.0262,0.516,0.0,0.104,0.144,134.11,1630421,1
jennifer lopez,papi,2011,01,0.689,0.677,0.0,-6.36,1.0,0.0326,0.0704,0.0,0.0877,0.259,153.919,2857009,1
salt-n-pepa,shoop,1993,10,0.8,0.639,4.0,-7.406,0.0,0.0439,0.00123,0.0,0.0803,0.45,129.443,8509584,1
drs,gangsta lean,1993,08,0.865,0.645,2.0,-6.939,1.0,0.071,0.0836,0.00117,0.109,0.89,101.313,1691969,1
xscape,just kickin it,1999,10,0.636,0.731,4.0,-7.037,1.0,0.421,0.162,0.0,0.455,0.61,86.15,23628366,1
bryan adams,please forgive me,2005,10,0.69,0.801,7.0,-5.944,0.0,0.0327,0.0207,0.00399,0.277,0.726,123.864,2665863,1
toni braxton,breathe again,1993,07,0.701,0.705,5.0,-6.18,1.0,0.0357,0.18,0.0,0.141,0.71,100.669,1959276,1
tag team,whoomp! (there it is),1993,05,0.711,0.505,8.0,-9.675,0.0,0.0343,0.0472,0.0,0.317,0.55,89.004,1135616,1
zhane,hey mr. d.j.,2013,06,0.832,0.726,11.0,-7.739,0.0,0.191,0.0283,0.0,0.0468,0.548,106.118,13753810,1
2pac,keep ya head up,1993,02,0.631,0.749,7.0,-8.15,1.0,0.0576,0.205,5.21e-06,0.0667,0.437,89.646,9654831,1
haddaway,what is love,2011,08,0.439,0.434,7.0,-14.918,1.0,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,14143205,1
mariah carey,dreamlover,1993,08,0.78,0.71,2.0,-7.429,1.0,0.0479,0.0143,3.49e-05,0.0366,0.858,96.067,1243053,1
tony toni tone,anniversary,1997,01,0.697,0.451,2.0,-7.657,1.0,0.0776,0.027,6.26e-06,0.13,0.249,180.53,786439,1
k7,come baby come,1993,11,0.524,0.706,8.0,-6.91,1.0,0.0427,0.0383,0.000111,0.0737,0.425,127.645,1478040,1
billy joel,the river of dreams,1993,08,0.693,0.648,11.0,-6.411,0.0,0.0248,0.0949,0.0,0.14,0.319,113.117,1599659,1
the cranberries,linger,1993,03,0.573,0.722,5.0,-6.518,1.0,0.0295,0.182,0.0,0.29,0.59,144.209,302987,1
toni braxton,another sad love song,1993,07,0.787,0.727,0.0,-7.705,1.0,0.224,0.0124,0.0,0.157,0.936,173.025,1016456,1
color me badd,time and chance,1993,11,0.389,0.476,9.0,-9.342,1.0,0.0316,0.619,5.09e-05,0.255,0.566,148.117,683258,1
phil collins,both sides of the story,1993,10,0.653,0.976,11.0,-5.173,0.0,0.0797,0.0374,0.00173,0.561,0.447,105.575,2063891,1
babyface,never keeping secrets,1993,08,0.703,0.997,9.0,-7.666,0.0,0.0399,0.0726,0.0235,0.123,0.391,132.872,7114659,1
mr. big,wild world,1993,09,0.555,0.86,2.0,-5.965,0.0,0.038,0.0386,0.0,0.325,0.468,108.594,265890,1
inner circle,sweat (a la la la la long),2010,12,0.801,0.875,7.0,-9.705,1.0,0.0995,0.00366,0.425,0.182,0.637,91.983,8075438,1
blind melon,no rain,1992,01,0.445,0.856,9.0,-3.674,1.0,0.0327,0.000202,0.0101,0.367,0.486,105.872,4505963,1
janet jackson,if,1993,05,0.375,0.507,7.0,-13.372,1.0,0.0414,0.678,0.00139,0.26,0.475,138.216,1152116,1
culture beat,mr. vain,1993,01,0.467,0.324,2.0,-10.451,1.0,0.0255,0.615,0.0248,0.118,0.166,94.301,4943323,1
billy joel,all about soul,1993,08,0.849,0.422,10.0,-13.95,0.0,0.122,0.157,1.19e-05,0.255,0.624,96.216,498398,1
shaquille oneal,(i know i got) skillz,1993,10,0.724,0.853,11.0,-3.895,0.0,0.283,0.0164,0.0,0.65,0.775,170.51,2043787,1
aerosmith,cryin,1993,01,0.759,0.66,5.0,-8.964,1.0,0.0658,0.105,0.0,0.114,0.778,140.68,4840981,1
rod stewart,reason to believe,1971,05,0.735,0.447,4.0,-15.942,0.0,0.0609,0.0114,0.0,0.305,0.619,135.999,906343,1
r.e.m.,everybody hurts,1992,01,0.48,0.803,6.0,-8.375,0.0,0.0384,0.000276,2.52e-06,0.2,0.521,152.95,48945,1
2pac,i get around,1993,02,0.613,0.72,0.0,-7.957,1.0,0.0425,0.0132,0.0,0.104,0.561,117.341,730943,1
eazy-e,real muthaphuckkin gs,2007,01,0.648,0.464,7.0,-11.592,1.0,0.0287,0.426,4.93e-06,0.262,0.512,142.924,492790,1
zapp & roger,slow and easy,1993,09,0.801,0.518,1.0,-12.054,1.0,0.314,0.0286,3.65e-06,0.309,0.598,97.302,756749,1
intro,come inside,1993,03,0.672,0.758,4.0,-4.18,0.0,0.359,0.00473,1.2e-06,0.326,0.493,94.312,1407412,1
gin blossoms,hey jealousy,1992,01,0.663,0.546,5.0,-5.234,1.0,0.0269,0.0322,0.000572,0.107,0.656,88.171,48486,1
soul asylum,runaway train,1992,01,0.812,0.6,7.0,-9.414,1.0,0.254,0.00308,8.38e-06,0.173,0.555,97.338,192198,1
joshua kadison,jessie,1993,01,0.799,0.504,2.0,-12.874,1.0,0.045,0.074,0.000609,0.118,0.92,101.067,12189391,1
das efx,freakit,1993,11,0.547,0.457,8.0,-9.872,1.0,0.0293,0.46,0.0,0.122,0.298,150.001,437587,1
queen latifah,u.n.i.t.y.,2002,01,0.706,0.933,8.0,-4.442,1.0,0.0467,0.0339,0.000323,0.138,0.762,99.451,318061,1
red hot chili peppers,"soul to squeeze (from ""coneheads"")",1993,07,0.563,0.481,5.0,-9.01,1.0,0.026,0.644,3.52e-05,0.096,0.362,134.741,297653,1
a tribe called quest,award tour,1993,11,0.565,0.919,6.0,-4.699,0.0,0.0359,0.00514,0.000417,0.285,0.915,149.65,35600,1
ub40,higher ground,1993,01,0.806,0.617,6.0,-9.276,0.0,0.0327,0.0403,7.88e-05,0.0295,0.863,128.915,1803496,1
rick astley,hopelessly,1993,09,0.543,0.816,7.0,-8.052,1.0,0.0284,0.00269,0.0314,0.122,0.71,134.707,37246,1
lisa keith,better than you,1993,08,0.785,0.556,0.0,-11.7,0.0,0.271,0.0288,0.0,0.482,0.601,98.836,524478,1
taylor dayne,send me a lover,1999,07,0.602,0.923,11.0,-5.472,0.0,0.0872,0.0446,6.01e-05,0.365,0.747,125.793,17127933,1
john mellencamp,human wheels,2004,10,0.903,0.519,7.0,-10.109,1.0,0.307,0.0286,0.000907,0.328,0.596,101.561,121228,1
bell biv devoe,something in your eyes,1993,01,0.792,0.964,1.0,-5.405,1.0,0.154,0.0698,0.0,0.302,0.621,99.771,588782,1
gin blossoms,found out about you,1992,01,0.546,0.519,8.0,-9.072,1.0,0.0291,0.36,0.00046,0.24,0.247,140.054,27283,1
mista grimm,"indo smoke (from ""poetic justice"")",1993,06,0.699,0.865,11.0,-7.367,0.0,0.0569,0.0626,8.44e-05,0.0327,0.811,105.027,342879,1
collage,ill be loving you,2008,12,0.592,0.642,10.0,-9.38,1.0,0.026,0.0883,0.00134,0.131,0.16,92.419,2369110,1
wu-tang clan,method man,1993,11,0.635,0.409,11.0,-11.253,1.0,0.0314,0.122,0.0,0.103,0.297,99.932,49808,1
jazzy jeff & the fresh prince,boom! shake the room,1993,10,0.683,0.696,8.0,-9.01,1.0,0.0948,0.32,0.0224,0.119,0.205,96.953,907469,1
celine dion,the power of love,1993,11,0.852,0.655,5.0,-11.498,0.0,0.0645,0.107,2.07e-05,0.137,0.952,115.962,181790,1
bee gees,paying the price of love,1993,01,0.648,0.766,9.0,-8.514,1.0,0.0326,0.232,1.54e-05,0.121,0.971,128.798,269246,1
madonna,rain,1992,10,0.629,0.483,6.0,-12.605,0.0,0.053,0.00439,0.0,0.223,0.619,139.868,1253829,1
jade,looking for mr. do right,1992,11,0.783,0.666,4.0,-10.01,0.0,0.143,9.17e-05,0.0,0.309,0.801,94.191,1593,1
sting,nothing bout me,1993,03,0.763,0.678,8.0,-9.25,0.0,0.0577,0.00049,2.26e-06,0.013,0.943,123.927,162847,1
us3,cantaloop (flip fantasia),1993,01,0.769,0.707,0.0,-8.862,1.0,0.0426,0.000301,0.0245,0.0478,0.93,117.954,120969,1
little texas,god blessed texas,2007,06,0.822,0.374,2.0,-14.982,1.0,0.0329,0.607,0.00265,0.0608,0.758,106.659,1770,1
raab,foreplay,1993,11,0.36,0.309,5.0,-8.784,1.0,0.0334,0.851,2.74e-05,0.107,0.243,79.72,1256564,1
kris kross,im real,1993,08,0.502,0.758,3.0,-9.76,1.0,0.0407,0.00915,0.783,0.284,0.729,112.508,23642,1
reality,yolanda,2013,06,0.766,0.839,1.0,-3.338,1.0,0.173,0.00729,0.0,0.319,0.675,97.394,2857009,1
robin s.,love for love,1993,06,0.568,0.784,0.0,-8.754,1.0,0.0261,0.131,1.13e-06,0.0844,0.539,107.451,23927,1
george strait,easy come  easy go,1993,01,0.816,0.913,5.0,-5.042,0.0,0.0997,0.469,0.0,0.331,0.915,124.578,60279,1
trisha yearwood,the song remembers when,1993,01,0.792,0.759,11.0,-9.216,1.0,0.223,0.00878,0.00434,0.602,0.546,97.628,980218,1
the breeders,cannonball,1993,08,0.848,0.663,9.0,-7.078,0.0,0.159,0.124,0.0293,0.0737,0.833,137.953,297653,1
jazzy jeff & the fresh prince,im looking for the one (to be with me),1993,10,0.866,0.73,5.0,-8.201,1.0,0.0767,0.137,0.0,0.0843,0.625,118.523,978513,1
clive griffin,commitment of the heart,1993,01,0.531,0.554,0.0,-5.231,1.0,0.0265,0.215,0.0,0.101,0.102,141.434,1041293,1
shaggy,oh carolina,2008,01,0.591,0.388,5.0,-8.069,1.0,0.0267,0.653,0.000214,0.167,0.122,105.977,492790,1
erick sermon,stay real,1993,10,0.69,0.803,4.0,-6.549,1.0,0.0354,0.032,2.01e-05,0.0676,0.602,95.959,210886,1
aaliyah,are you that somebody?,2019,07,0.438,0.905,9.0,-6.161,1.0,0.0419,9.44e-06,5.4e-05,0.363,0.723,134.163,766023,1
prince,1999,1982,10,0.585,0.822,6.0,-5.747,1.0,0.0293,0.00405,0.0535,0.0728,0.832,125.679,15,1
martina mcbride,wrong again,2012,10,0.768,0.871,8.0,-4.255,0.0,0.0393,0.0792,0.0,0.325,0.961,94.02,45458,1
brooks & dunn,husbands and wives,2009,09,0.64,0.873,7.0,-4.514,1.0,0.0409,0.0606,0.00159,0.151,0.544,99.898,2120,1
everything,hooch,2006,04,0.648,0.622,7.0,-6.063,1.0,0.0428,0.00152,5.97e-05,0.109,0.51,88.684,143321,1
hole,celebrity skin,1998,01,0.814,0.808,7.0,-5.034,1.0,0.155,0.161,0.0,0.0616,0.738,99.816,162784,1
fastball,fire escape,1998,01,0.731,0.861,11.0,-5.881,1.0,0.0323,0.0319,0.0,0.0829,0.78,104.034,9303,1
five,its the things you do,1998,07,0.845,0.576,11.0,-5.15,0.0,0.153,0.139,0.0,0.0764,0.461,127.641,1557290,1
enrique iglesias,bailamos,1999,11,0.68,0.625,11.0,-7.0,0.0,0.0353,0.0645,5.81e-05,0.109,0.814,94.02,153829,1
tlc,unpretty,1999,02,0.537,0.84,9.0,-4.626,1.0,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,773211,1
lfo,summer girls,1999,08,0.595,0.717,0.0,-4.803,1.0,0.0295,0.0779,0.00274,0.108,0.547,88.969,233,1
smash mouth,all star,1999,01,0.622,0.807,5.0,-6.752,0.0,0.408,0.103,0.0,0.306,0.892,174.06,2649703,1
destinys child,bills  bills  bills,1999,07,0.752,0.587,10.0,-6.293,0.0,0.0348,0.136,5.26e-06,0.0772,0.594,135.919,685984,1
jennifer lopez,if you had my love,1999,06,0.696,0.521,3.0,-6.635,1.0,0.0343,0.189,0.0,0.117,0.552,134.28,8397,1
tal bachman,shes so high,1999,02,0.733,0.395,6.0,-11.959,0.0,0.0366,0.279,2.37e-06,0.468,0.661,96.085,773211,1
red hot chili peppers,scar tissue,1999,06,0.599,0.666,4.0,-7.461,1.0,0.0324,0.366,0.00158,0.169,0.482,156.206,76660,1
lou bega,mambo no. 5 (a little bit of...),1999,07,0.413,0.829,4.0,-11.111,1.0,0.529,0.394,0.0,0.108,0.677,191.477,400855,1
tracie spencer,its all about you (not about me),1999,01,0.758,0.896,9.0,-3.311,1.0,0.0501,0.173,3.18e-05,0.136,0.797,94.911,179080,1
k-ci & jojo,tell me its real,1999,06,0.533,0.671,6.0,-8.066,1.0,0.0303,0.354,0.0,0.0702,0.887,178.101,90399,1
ginuwine,so anxious,1999,03,0.612,0.804,7.0,-7.275,1.0,0.0543,0.273,0.0,0.311,0.841,80.771,328509,1
fastball,out of my head,1998,01,0.595,0.393,2.0,-9.909,1.0,0.0292,0.508,0.0,0.153,0.2,137.744,215798,1
len,steal my sunshine,1999,05,0.914,0.698,9.0,-8.619,1.0,0.0541,0.00631,0.000295,0.0575,0.613,99.034,461791,1
citizen king,better days (and the bottom drops out),1999,02,0.746,0.615,4.0,-7.124,0.0,0.0345,0.191,0.0,0.0861,0.512,120.049,37350,1
chely wright,single white female,1999,01,0.507,0.85,5.0,-5.679,1.0,0.0472,0.378,0.0,0.0567,0.847,171.8,50601,1
jo dee messina,lesson in leavin,1998,03,0.637,0.846,1.0,-3.663,1.0,0.0346,0.0437,0.0,0.105,0.634,103.119,52055,1
kenny chesney,you had me from hello,1999,02,0.507,0.71,5.0,-5.02,1.0,0.0291,0.0975,1.08e-05,0.17,0.45,134.647,61252,1
q-tip,vivrant thing,2012,06,0.665,0.727,9.0,-7.324,0.0,0.0559,0.0102,0.00126,0.241,0.515,95.926,121180,1
case,happily ever after,1999,01,0.609,0.698,4.0,-7.575,1.0,0.0397,0.345,0.0,0.182,0.627,117.807,14538770,1
tim mcgraw,something like that,1999,05,0.644,0.644,7.0,-7.542,1.0,0.0305,0.245,0.00083,0.27,0.293,98.746,3054456,1
blessid union of souls,hey leonardo (she likes me for me),1999,04,0.569,0.744,8.0,-6.48,1.0,0.0298,0.0559,3.19e-06,0.0915,0.655,96.596,1046945,1
edwin mccain,i could not ask for more,1999,06,0.708,0.758,0.0,-5.94,1.0,0.0239,0.169,0.0,0.106,0.767,97.979,18436946,1
mary j. blige,all that i can say,1999,12,0.391,0.951,6.0,-7.419,1.0,0.0692,0.0126,0.000378,0.0878,0.468,157.66,1361482,1
faith hill,the secret of life,1998,04,0.702,0.52,10.0,-8.581,1.0,0.0725,0.435,0.0,0.299,0.467,120.005,0,1
dixie chicks,ready to run,1999,08,0.552,0.575,9.0,-7.323,1.0,0.0307,0.367,0.0,0.236,0.249,134.165,23628366,1
phil collins,youll be in my heart,1999,01,0.52,0.756,11.0,-3.909,1.0,0.0288,0.122,3.53e-05,0.389,0.286,122.448,20760254,1
joey mcintyre,i love you came too late,1999,03,0.488,0.528,6.0,-6.127,0.0,0.03,0.571,0.0,0.206,0.164,147.871,1443530,1
blink-182,whats my age again?,1999,06,0.688,0.67,1.0,-7.872,1.0,0.0971,0.0304,0.0,0.0782,0.537,83.988,4505963,1
ideal,get gone,1999,01,0.61,0.425,11.0,-7.712,1.0,0.0229,0.442,6.67e-05,0.119,0.591,93.954,16313767,1
shania twain,youve got a way,1999,11,0.559,0.639,10.0,-5.087,1.0,0.0272,0.0144,1.12e-06,0.14,0.234,75.478,727694,1
madonna,beautiful stranger,2009,09,0.556,0.436,7.0,-7.906,1.0,0.0335,0.0409,0.0,0.119,0.0799,119.91,36848757,1
trisha yearwood,ill still love you more,2008,01,0.824,0.707,9.0,-7.893,1.0,0.285,0.415,0.0,0.106,0.847,94.708,8107046,1
lenny kravitz,american woman,1998,05,0.626,0.808,2.0,-6.027,1.0,0.0613,0.178,0.0,0.342,0.663,103.964,1092502,1
george strait,what do you say to that,1999,01,0.606,0.464,5.0,-9.72,1.0,0.023,0.235,0.0,0.0762,0.288,104.984,13981863,1
joe diffie,a night to remember,1999,05,0.822,0.899,9.0,-4.564,0.0,0.0349,0.0364,1.59e-06,0.0497,0.778,106.019,275288,1
deborah cox with r.l.,we cant be friends,2004,05,0.531,0.696,4.0,-6.729,1.0,0.0258,0.15,0.00016,0.36,0.488,163.912,51810,1
lauryn hill,everything is everything,1998,08,0.566,0.864,6.0,-6.045,0.0,0.0629,0.118,0.0,0.333,0.441,129.909,4463357,1
lee ann womack,(now you see me) now you dont,2004,01,0.619,0.751,11.0,-9.936,0.0,0.0383,0.25,0.0053,0.521,0.497,115.028,8107046,1
mark wills,shes in love,1998,01,0.741,0.643,1.0,-6.504,0.0,0.0686,0.225,0.0,0.0567,0.499,111.519,1771963,1
youngstown,ill be your everything,1999,01,0.544,0.435,4.0,-9.927,1.0,0.0265,0.462,0.0,0.106,0.152,72.981,528378,1
