Title,ArtistName,Ranks,Weeks,isNew,Target
toxic,glee cast,16,1,1,1
gonorrhea,lil wayne ,17,1,1,1
misery,maroon 5,18,15,0,1
cooler than me,mike posner,19,23,0,1
california gurls,katy perry ,20,21,0,1
f**k you! ,cee lo green,21,6,0,1
airplanes,b.o.b ,22,25,0,1
magic,b.o.b ,23,17,0,1
not afraid,eminem,24,22,0,1
the only exception,paramore,25,19,0,1
the only exception,glee cast,26,1,1,1
secrets,onerepublic,27,15,0,1
hot tottie,usher ,28,8,0,1
stuck like glue,sugarland,29,10,0,1
the boys of fall,kenny chesney,30,10,0,1
if i had you,adam lambert,31,15,0,1
fancy,drake ,32,10,0,1
2012 ,jay sean ,33,9,0,1
omg,usher ,34,27,0,1
king of anything,sara bareilles,35,15,0,1
ridin' solo,jason derulo,36,27,0,1
september,daughtry,37,9,0,1
love like woe,the ready set,38,8,0,1
right above it,lil wayne ,39,7,0,1
letting go ,sean kingston ,40,9,0,1
billionaire,travie mccoy ,41,27,0,1
what's wrong with them,lil wayne ,42,1,1,1
no hands,waka flocka flame ,43,4,0,1
hey  soul sister,train,44,53,0,1
if i die young,the band perry,45,13,0,1
as she's walking away,zac brown band ,46,8,0,1
if it's love,train,47,17,0,1
need you now,lady antebellum,48,60,0,1
come back song,darius rucker,49,12,0,1
check it out,will.i.am ,50,4,0,1
hey baby ,pitbull ,51,1,1,1
i'm a slave 4 u,glee cast,52,1,1,1
stronger,glee cast,53,1,1,1
baby one more time,glee cast,54,1,1,1
teach me how to dougie,cali swag district,55,19,0,1
me against the music,glee cast,56,1,1,1
farmer's daughter,rodney atkins,57,16,0,1
roll with it,easton corbin,58,12,0,1
my kinda party,jason aldean,59,6,0,1
all over me,josh turner,60,14,0,1
your love,nicki minaj,61,18,0,1
miss me,drake ,62,18,0,1
we no speak americano,yolanda be cool ,63,3,0,1
holding you down ,jazmine sullivan,64,6,0,1
i am not a human being,lil wayne,65,1,1,1
can't be friends,trey songz,66,3,0,1
little lion man,mumford ,67,8,0,1
love all over me,monica,68,12,0,1
please don't go,mike posner,69,2,0,1
our kind of love,lady antebellum,70,17,0,1
pretty good at drinkin' beer,billy currington,71,18,0,1
why wait,rascal flatts,72,7,0,1
la la la,auburn ,73,12,0,1
right thru me,nicki minaj,74,1,1,1
bill gates,lil wayne,75,1,1,1
half of my heart,john mayer,76,19,0,1
na na na ,my chemical romance,77,1,1,1
anything like me,brad paisley,78,5,0,1
little white church,little big town,79,18,0,1
toot it and boot it,yg,80,6,0,1
grenade,bruno mars,81,1,1,1
a year without rain,selena gomez ,82,4,0,1
got your back,t.i. ,83,18,0,1
the breath you take,george strait,84,5,0,1
all i want is you,miguel ,85,3,0,1
b.m.f. ,rick ross ,86,13,0,1
mama's song,carrie underwood,87,2,0,1
hope she cheats on you ,marsha ambrosius,88,1,1,1
no love,eminem ,89,5,0,1
all about tonight,blake shelton,90,16,0,1
power,kanye west,91,14,0,1
waka waka ,shakira ,92,17,0,1
the catalyst,linkin park,93,9,0,1
empire state of mind,glee cast,94,2,0,1
only prettier,miranda lambert,95,5,0,1
way out here,josh thompson,96,6,0,1
smoke a little smoke,eric church,97,3,0,1
turn on the radio,reba,98,3,0,1
dog days are over,florence + the machine,99,4,0,1
pretty boy swag,soulja boy tell'em,100,16,0,1
look what you made me do,taylor swift,1,2,0,1
despacito,luis fonsi ,2,33,0,1
bodak yellow ,cardi b,3,9,0,1
wild thoughts,dj khaled ,4,11,0,1
attention,charlie puth,5,19,0,1
believer,imagine dragons,6,30,0,1
unforgettable,french montana ,7,21,0,1
there's nothing holdin' me back,shawn mendes,8,19,0,1
1-800-273-8255,logic ,9,18,0,1
strip that down,liam payne ,10,15,0,1
shape of you,ed sheeran,11,34,0,1
bank account,21 savage,12,8,0,1
rake it up,yo gotti ,13,9,0,1
humble.,kendrick lamar,14,22,0,1
slow hands,niall horan,15,18,0,1
xo tour llif3,lil uzi vert,16,23,0,1
that's what i like,bruno mars,17,33,0,1
sorry not sorry,demi lovato,18,8,0,1
body like a back road,sam hunt,19,31,0,1
feel it still,portugal. the man,20,11,0,1
congratulations,post malone ,21,36,0,1
feels,calvin harris ,22,11,0,1
mi gente,j balvin ,23,9,0,1
i'm the one,dj khaled ,24,18,0,1
redbone,childish gambino,25,39,0,1
something just like this,the chainsmokers ,26,28,0,1
praying,kesha,27,8,0,1
what about us,p!nk,28,4,0,1
location,khalid,29,34,0,1
stay,zedd ,30,27,0,1
jocelyn flores,xxxtentacion,31,1,1,1
young dumb & broke,khalid,32,7,0,1
friends,justin bieber + bloodpop,33,2,0,1
say you won't let go,james arthur,34,45,0,1
loyalty.,kendrick lamar ,35,20,0,1
love galore,sza ,36,12,0,1
mask off,future,37,28,0,1
small town boy,dustin lynch,38,13,0,1
the way life goes,lil uzi vert ,39,1,1,1
what ifs,kane brown ,40,12,0,1
f**k love,xxxtentacion ,41,1,1,1
i get the bag,gucci mane ,42,2,0,1
no promises,cheat codes ,43,16,0,1
it ain't me,kygo x selena gomez,44,29,0,1
thunder,imagine dragons,45,18,0,1
no such thing as a broken heart,old dominion,46,14,0,1
swish swish,katy perry ,47,8,0,1
it's a vibe,2 chainz ,48,12,0,1
sauce it up,lil uzi vert,49,1,1,1
do re mi,blackbear,50,12,0,1
crew,goldlink ,51,10,0,1
silence,marshmello ,52,3,0,1
magnolia,playboi carti,53,18,0,1
everybody dies in their nightmares,xxxtentacion,54,1,1,1
transportin',kodak black,55,2,0,1
when it rains it pours,luke combs,56,5,0,1
heartache on the dance floor,jon pardi,57,9,0,1
fetish,selena gomez ,58,8,0,1
butterfly effect,travis scott,59,14,0,1
444+222,lil uzi vert,60,1,1,1
roll in peace,kodak black ,61,2,0,1
back to you,louis tomlinson ,62,6,0,1
dna.,kendrick lamar,63,20,0,1
the race,tay-k,64,4,0,1
unforgettable,thomas rhett,65,5,0,1
drinkin' problem,midland,66,17,0,1
new rules,dua lipa,67,5,0,1
the weekend,sza,68,5,0,1
glorious,macklemore ,69,8,0,1
felices los 4,maluma,70,16,0,1
versace on the floor,bruno mars,71,12,0,1
escapate conmigo,wisin ,72,12,0,1
what lovers do,maroon 5 ,73,1,1,1
whatever you need,meek mill ,74,8,0,1
all the pretty girls,kenny chesney,75,5,0,1
light it up,luke bryan,76,1,1,1
revenge,xxxtentacion,77,1,1,1
do i make you wanna,billy currington,78,12,0,1
neon guts,lil uzi vert ,79,1,1,1
two,lil uzi vert,80,1,1,1
x,lil uzi vert,81,1,1,1
for real,lil uzi vert,82,1,1,1
havana,camila cabello ,83,3,0,1
unfazed,lil uzi vert ,84,1,1,1
love.,kendrick lamar ,85,20,0,1
b.e.d.,jacquees,86,4,0,1
most girls,hailee steinfeld,87,15,0,1
my girl,dylan scott,88,19,0,1
they don't know,jason aldean,89,5,0,1
no sleep leak,lil uzi vert,90,1,1,1
depression & obsession,xxxtentacion,91,1,1,1
dark queen,lil uzi vert,92,1,1,1
every little thing,carly pearce,93,5,0,1
save me,xxxtentacion,94,1,1,1
carry on,xxxtentacion,95,1,1,1
wish i knew you,the revivalists,96,5,0,1
tell me you love me,demi lovato,97,1,1,1
more girls like you,kip moore,98,3,0,1
down,fifth harmony ,99,10,0,1
it ain't my fault,brothers osborne,100,11,0,1
pillowtalk,zayn,1,1,1,1
love yourself,justin bieber,2,12,0,1
sorry,justin bieber,3,15,0,1
stressed out,twenty one pilots,4,20,0,1
hello,adele,5,15,0,1
summer sixteen,drake,6,1,1,1
work,rihanna ,7,2,0,1
my house,flo rida,8,13,0,1
roses,the chainsmokers ,9,16,0,1
me  myself & i,g-eazy x bebe rexha,10,14,0,1
stitches,shawn mendes,11,37,0,1
here,alessia cara,12,27,0,1
hands to myself,selena gomez,13,9,0,1
cake by the ocean,dnce,14,16,0,1
same old love,selena gomez,15,21,0,1
in the night,the weeknd,16,13,0,1
one call away,charlie puth,17,10,0,1
hotline bling,drake,18,27,0,1
don't,bryson tiller,19,19,0,1
like i'm gonna lose you,meghan trainor ,20,31,0,1
what do you mean?,justin bieber,21,23,0,1
jumpman,drake ,22,20,0,1
the hills,the weeknd,23,37,0,1
white iverson,post malone,24,22,0,1
hide away,daya,25,20,0,1
i know what you did last summer,shawn mendes ,26,12,0,1
say it,tory lanez,27,16,0,1
antidote,travis scott,28,22,0,1
when we were young,adele,29,11,0,1
die a happy man,thomas rhett,30,20,0,1
679,fetty wap ,31,32,0,1
ex's & oh's,elle king,32,31,0,1
break up in a small town,sam hunt,33,18,0,1
on my mind,ellie goulding,34,20,0,1
wildest dreams,taylor swift,35,24,0,1
adventure of a lifetime,coldplay,36,13,0,1
stand by you,rachel platten,37,12,0,1
watch me,silento,38,50,0,1
down in the dm,yo gotti ,39,10,0,1
home alone tonight,luke bryan ,40,11,0,1
lean on,major lazer ,41,44,0,1
can't feel my face,the weeknd,42,35,0,1
7 years,lukas graham,43,3,0,1
exchange,bryson tiller,44,15,0,1
see you again,wiz khalifa ,45,48,0,1
2 phones,kevin gates,46,5,0,1
no role modelz,j. cole,47,25,0,1
i took a pill in ibiza,mike posner,48,3,0,1
out of the woods,taylor swift,49,7,0,1
again,fetty wap,50,26,0,1
back to sleep,chris brown,51,8,0,1
best friend,young thug,52,11,0,1
oui,jeremih,53,5,0,1
perfect,one direction,54,16,0,1
backroad song,granger smith,55,9,0,1
get ugly,jason derulo,56,7,0,1
you should be here,cole swindell,57,8,0,1
heartbeat,carrie underwood,58,5,0,1
really really,kevin gates,59,7,0,1
sugar,robin schulz ,60,5,0,1
drunk on your love,brett eldredge,61,4,0,1
break on me.,keith urban,62,6,0,1
beautiful drug,zac brown band,63,11,0,1
irresistible,fall out boy,64,12,0,1
stay a little longer,brothers osborne,65,18,0,1
dibs,kelsea ballerini,66,14,0,1
confident,demi lovato,67,18,0,1
hymn for the weekend,coldplay,68,1,1,1
confession,florida georgia line,69,6,0,1
something in the way you move,ellie goulding,70,2,0,1
my church,maren morris,71,2,0,1
we went,randy houser,72,7,0,1
big rings,drake ,73,20,0,1
watch out,2 chainz,74,6,0,1
i love this life,locash,75,15,0,1
bang my head,david guetta ,76,4,0,1
nobody to blame,chris stapleton,77,5,0,1
we don't talk anymore,charlie puth ,78,1,1,1
middle,dj snake ,79,3,0,1
let it go,james bay,80,7,0,1
i like the sound of that,rascal flatts,81,2,0,1
$ave dat money,lil dicky ,82,15,0,1
sorry not sorry,bryson tiller,83,8,0,1
good to be alive ,andy grammer,84,8,0,1
youth,troye sivan,85,1,1,1
hollow,tori kelly,86,8,0,1
the fix,nelly ,87,19,0,1
snapback,old dominion,88,2,0,1
walking on a dream,empire of the sun,89,3,0,1
do it like me,dlow,90,13,0,1
needed me,rihanna,91,1,1,1
history,one direction,92,2,0,1
dessert,dawin,93,9,0,1
country nation,brad paisley,94,2,0,1
wtf ,missy elliott ,95,13,0,1
back up,dej loaf ,96,18,0,1
jam,kevin gates ,97,1,1,1
acquainted,the weeknd,98,6,0,1
alive,sia,99,3,0,1
play no games,big sean ,100,14,0,1
empire state of mind,jay-z + alicia keys,1,13,0,1
bad romance,lady gaga,2,6,0,1
tik tok,ke$ha,3,9,0,1
replay,iyaz,4,16,0,1
fireflies,owl city,5,16,0,1
whatcha say,jason derulo,6,17,0,1
sexy chick,david guetta ,7,18,0,1
meet me halfway,the black eyed peas,8,12,0,1
3,britney spears,9,9,0,1
down,jay sean ,10,23,0,1
paparazzi,lady gaga,11,15,0,1
sweet dreams,beyonce,12,20,0,1
already gone,kelly clarkson,13,19,0,1
party in the u.s.a.,miley cyrus,14,17,0,1
forever,drake ,15,12,0,1
need you now,lady antebellum,16,17,0,1
i gotta feeling,the black eyed peas,17,26,0,1
you belong with me,taylor swift,18,33,0,1
do you remember,jay sean ,19,5,0,1
hard,rihanna ,20,3,0,1
use somebody,kings of leon,21,45,0,1
i can transform ya,chris brown ,22,9,0,1
fifteen,taylor swift,23,14,0,1
bedrock,young money ,24,2,0,1
evacuate the dancefloor,cascada,25,17,0,1
money to blow,birdman ,26,9,0,1
run this town,jay-z  rihanna ,27,19,0,1
cowboy casanova,carrie underwood,28,12,0,1
give it up to me,shakira ,29,4,0,1
russian roulette,rihanna,30,7,0,1
baby by me,50 cent ,31,6,0,1
two is better than one,boys like girls ,32,7,0,1
fallin' for you,colbie caillat,33,23,0,1
one time,justin bieber,34,20,0,1
do i,luke bryan,35,14,0,1
papers,usher,36,8,0,1
tie me down,new boyz ,37,8,0,1
consider me gone,reba,38,10,0,1
gangsta luv,snoop dogg ,39,7,0,1
say aah,trey songz ,40,4,0,1
telephone,lady gaga ,41,2,0,1
if you only knew,shinedown,42,6,0,1
i invented sex,trey songz ,43,7,0,1
live like we're dying,kris allen,44,6,0,1
hey  soul sister,train,45,10,0,1
white liar,miranda lambert,46,8,0,1
the truth,jason aldean,47,5,0,1
spotlight,gucci mane ,48,6,0,1
southern voice,tim mcgraw,49,7,0,1
body language,jesse mccartney ,50,10,0,1
try sleeping with a broken heart,alicia keys,51,3,0,1
i wanna make you close your eyes,dierks bentley,52,10,0,1
smile,uncle kracker,53,18,0,1
red light,david nail,54,11,0,1
toes,zac brown band,55,20,0,1
it kills me,melanie fiona,56,3,0,1
bonfire,craig morgan,57,11,0,1
wasted,gucci mane ,58,14,0,1
uprising,muse,59,13,0,1
say hey ,michael franti ,60,20,0,1
morning after dark,timbaland ,61,2,0,1
never gonna be alone,nickelback,62,6,0,1
last christmas,glee cast,63,1,1,1
history in the making,darius rucker,64,6,0,1
crawl,chris brown,65,2,0,1
life after you,daughtry,66,1,1,1
according to you,orianthi,67,1,1,1
haven't met you yet,michael buble,68,10,0,1
i'm alive,kenny chesney with dave matthews,69,16,0,1
eight second ride,jake owen,70,5,0,1
bad habits,maxwell,71,11,0,1
someday,rob thomas,72,5,0,1
who i am,nick jonas ,73,1,1,1
one less lonely girl,justin bieber,74,8,0,1
carry out,timbaland ,75,1,1,1
why don't we just dance,josh turner,76,4,0,1
all the right moves,onerepublic,77,9,0,1
i will not bow,breaking benjamin,78,14,0,1
happy,leona lewis,79,9,0,1
gettin' you home,chris young,80,17,0,1
video phone,beyonce ,81,2,0,1
break,three days grace,82,13,0,1
i get it in,omarion ,83,5,0,1
i'm going in,drake ,84,12,0,1
shut it down,pitbull ,85,1,1,1
,weezer,86,6,0,1
that's how country boys roll,billy currington,87,2,0,1
imma star ,jeremih,88,20,0,1
funhouse,pink,89,11,0,1
1901,phoenix,90,1,1,1
who says,john mayer,91,8,0,1
drop it low,ester dean ,92,13,0,1
wheels,foo fighters,93,10,0,1
kings and queens,thirty seconds to mars,94,2,0,1
all i ask for anymore,trace adkins,95,2,0,1
breakeven,the script,96,1,1,1
cryin' for me ,toby keith,97,1,1,1
if we ever meet again,timbaland ,98,1,1,1
regret,letoya ,99,8,0,1
american saturday night,brad paisley,100,1,1,1
blurred lines,robin thicke ,1,19,0,1
roar,katy perry,2,3,0,1
we can't stop,miley cyrus,3,12,0,1
applause,lady gaga,4,2,0,1
radioactive,imagine dragons,5,52,0,1
holy grail,jay z ,6,7,0,1
wake me up!,avicii,7,9,0,1
safe and sound,capital cities,8,17,0,1
summertime sadness,lana del rey ,9,7,0,1
get lucky,daft punk ,10,19,0,1
treasure,bruno mars,11,15,0,1
royals,lorde,12,8,0,1
clarity,zedd ,13,23,0,1
cups ,anna kendrick,14,35,0,1
same love,macklemore ,15,24,0,1
love somebody,maroon 5,16,14,0,1
hold on  we're going home,drake ,17,3,0,1
best song ever,one direction,18,5,0,1
that's my kind of night,luke bryan,19,2,0,1
can't hold us,macklemore ,20,29,0,1
mirrors,justin timberlake,21,28,0,1
i need your love,calvin harris ,22,19,0,1
cruise,florida georgia line ,23,47,0,1
gone  gone  gone,phillip phillips,24,25,0,1
sail,awolnation,25,51,0,1
the way,ariana grande ,26,22,0,1
just give me a reason,p!nk ,27,28,0,1
the other side,jason derulo,28,19,0,1
gas pedal,sage the gemini ,29,5,0,1
round here,florida georgia line,30,11,0,1
brave,sara bareilles,31,11,0,1
come & get it,selena gomez,32,20,0,1
night train,jason aldean,33,8,0,1
don't ya,brett eldredge,34,14,0,1
little bit of everything,keith urban,35,14,0,1
it goes like this,thomas rhett,36,11,0,1
see you again,carrie underwood,37,17,0,1
crash my party,luke bryan,38,20,0,1
stay,rihanna ,39,29,0,1
thrift shop,macklemore ,40,47,0,1
i want crazy,hunter hayes,41,20,0,1
power trip,j. cole ,42,28,0,1
redneck crazy,tyler farr,43,13,0,1
take back the night,justin timberlake,44,7,0,1
runnin' outta moonlight,randy houser,45,16,0,1
body party,ciara,46,18,0,1
crooked smile,j. cole ,47,10,0,1
beware,big sean ,48,5,0,1
still into you,paramore,49,7,0,1
wrecking ball,miley cyrus,50,1,1,1
everything has changed,taylor swift ,51,8,0,1
love more,chris brown ,52,5,0,1
all over the road,easton corbin,53,16,0,1
counting stars,onerepublic,54,10,0,1
u.o.e.n.o.,rocko ,55,20,0,1
hey girl,billy currington,56,14,0,1
type of way,rich homie quan,57,6,0,1
don't drop that thun thun!,the finatticz,58,7,0,1
true love,p!nk ,59,4,0,1
mine would be you,blake shelton,60,4,0,1
turn the night up,enrique iglesias,61,4,0,1
let her go,passenger,62,4,0,1
point at you,justin moore,63,13,0,1
southern girl,tim mcgraw,64,5,0,1
tapout,rich gang ,65,16,0,1
red nose,sage the gemini,66,6,0,1
feds watching,2 chainz ,67,8,0,1
parking lot party,lee brice,68,9,0,1
beneath your beautiful,labrinth ,69,11,0,1
aw naw,chris young,70,6,0,1
headband,b.o.b ,71,11,0,1
sweater weather,the neighbourhood,72,11,0,1
ain't worried about nothin,french montana,73,10,0,1
how many drinks?,miguel,74,19,0,1
tom ford,jay-z,75,7,0,1
miss movin' on,fifth harmony,76,4,0,1
replay,zendaya,77,1,1,1
darte un beso,prince royce,78,1,1,1
bruises,train ,79,2,0,1
young and beautiful,lana del rey,80,16,0,1
goodbye town,lady antebellum,81,9,0,1
acapella,karmin,82,7,0,1
give it 2 u,robin thicke ,83,1,1,1
almost is never enough,ariana grande ,84,1,1,1
wildfire,john mayer,85,3,0,1
red,taylor swift,86,8,0,1
pompeii,bastille,87,2,0,1
no new friends ,dj khaled ,88,18,0,1
hail to the king,avenged sevenfold,89,2,0,1
when i see this bar,kenny chesney,90,5,0,1
wop,j. dash,91,12,0,1
f*ckwithmeyouknowigotit,jay z ,92,7,0,1
easy,sheryl crow,93,5,0,1
slow down,selena gomez,94,3,0,1
#beautiful,mariah carey ,95,16,0,1
helluva night,ludacris,96,1,1,1
crazy kids,ke$ha ,97,13,0,1
lovehate thing,wale ,98,8,0,1
beat it,sean kingston ,99,18,0,1
american girl,bonnie mckee,100,1,1,1
despacito,luis fonsi ,1,25,0,1
i'm the one,dj khaled ,2,10,0,1
that's what i like,bruno mars,3,25,0,1
wild thoughts,dj khaled ,4,3,0,1
shape of you,ed sheeran,5,26,0,1
humble.,kendrick lamar,6,14,0,1
believer,imagine dragons,7,22,0,1
body like a back road,sam hunt,8,23,0,1
congratulations,post malone ,9,28,0,1
unforgettable,french montana ,10,13,0,1
stay,zedd ,11,19,0,1
mask off,future,12,20,0,1
something just like this,the chainsmokers ,13,20,0,1
there's nothing holdin' me back,shawn mendes,14,11,0,1
attention,charlie puth,15,11,0,1
redbone,childish gambino,16,31,0,1
xo tour llif3,lil uzi vert,17,15,0,1
now or never,halsey,18,13,0,1
issues,julia michaels,19,24,0,1
say you won't let go,james arthur,20,37,0,1
it ain't me,kygo x selena gomez,21,21,0,1
slow hands,niall horan,22,10,0,1
castle on the hill,ed sheeran,23,26,0,1
location,khalid,24,26,0,1
bad liar,selena gomez,25,8,0,1
feels,calvin harris ,26,3,0,1
2u,david guetta ,27,4,0,1
strip that down,liam payne ,28,7,0,1
slippery,migos ,29,15,0,1
magnolia,playboi carti,30,10,0,1
malibu,miley cyrus,31,9,0,1
slide,calvin harris ,32,19,0,1
rolex,ayo ,33,21,0,1
ispy,kyle ,34,28,0,1
everyday we lit,yfn lucci ,35,13,0,1
closer,the chainsmokers ,36,49,0,1
in case you didn't know,brett young,37,22,0,1
bad and boujee,migos ,38,34,0,1
craving you,thomas rhett ,39,14,0,1
24k magic,bruno mars,40,39,0,1
drowning,a boogie wit da hoodie ,41,14,0,1
dna.,kendrick lamar,42,12,0,1
my girl,dylan scott,43,11,0,1
swalla,jason derulo ,44,16,0,1
the fighter,keith urban ,45,22,0,1
hurricane,luke combs,46,21,0,1
goosebumps,travis scott,47,34,0,1
t-shirt,migos,48,25,0,1
first day out,tee grizzley,49,14,0,1
the cure,lady gaga,50,12,0,1
passionfruit,drake,51,16,0,1
god  your mama  and me,florida georgia line ,52,15,0,1
crying in the club,camila cabello,53,7,0,1
signs,drake,54,2,0,1
tunnel vision,kodak black,55,20,0,1
versace on the floor,bruno mars,56,4,0,1
every time i hear that song,blake shelton,57,9,0,1
drinkin' problem,midland,58,9,0,1
thunder,imagine dragons,59,10,0,1
small town boy,dustin lynch,60,5,0,1
felices los 4,maluma,61,8,0,1
do i make you wanna,billy currington,62,4,0,1
it's a vibe,2 chainz ,63,4,0,1
1-800-273-8255,logic ,64,10,0,1
4 am,2 chainz ,65,5,0,1
privacy,chris brown,66,10,0,1
flatliner,cole swindell,67,11,0,1
you look good,lady antebellum,68,13,0,1
love.,kendrick lamar ,69,12,0,1
mi gente,j balvin ,70,1,1,1
love galore,sza ,71,4,0,1
loyalty.,kendrick lamar ,72,12,0,1
sign of the times,harry styles,73,13,0,1
no such thing as a broken heart,old dominion,74,6,0,1
yours if you want it,rascal flatts,75,7,0,1
rollin,calvin harris ,76,3,0,1
no complaints,metro boomin ,77,2,0,1
rake it up,yo gotti ,78,1,1,1
what ifs,kane brown ,79,4,0,1
weak,ajr,80,9,0,1
feel it still,portugal. the man,81,3,0,1
no promises,cheat codes ,82,8,0,1
somebody else will,justin moore,83,5,0,1
escapate conmigo,wisin ,84,4,0,1
bodak yellow ,cardi b,85,1,1,1
down,fifth harmony ,86,5,0,1
who dat boy,tyler  the creator,87,1,1,1
swish swish,katy perry ,88,7,0,1
heartache on the dance floor,jon pardi,89,1,1,1
portland,drake ,90,16,0,1
reminder,the weeknd,91,9,0,1
most girls,hailee steinfeld,92,7,0,1
butterfly effect,travis scott,93,6,0,1
el amante,nicky jam,94,10,0,1
losin control,russ,95,19,0,1
