Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Popularity,Ranks,Weeks,isNew,Target
yours if you want it,rascal flatts,2017,05,0.554,0.903,8,-3.152,1,0.0515,0.0103,0,0.107,0.419,112.998,2083298,74,76,3,0,1
no promises,cheat codes,2017,03,0.739,0.619,10,-6.669,1,0.162,0.0572,0,0.105,0.58,112.961,1372572,80,77,4,0,1
no such thing as a broken heart,old dominion,2017,08,0.65,0.782,8,-4.295,1,0.0721,0.295,0,0.107,0.944,171.988,603680,76,78,2,0,1
weak,ajr,2017,06,0.67,0.643,5,-4.553,1,0.0465,0.118,0,0.192,0.703,123.979,996322,78,79,5,0,1
wokeuplikethis*,playboi carti,2017,04,0.785,0.62,8,-6.668,1,0.254,0.0138,0,0.15,0.478,78.476,2805266,83,80,6,0,1
thunder,imagine dragons,2017,06,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,22913687,90,81,6,0,1
whatever you need,meek mill,2017,07,0.519,0.57,1,-7.366,1,0.202,0.0254,0,0.0821,0.317,164.155,3622740,86,82,1,1,1
swish swish,katy perry,2017,06,0.839,0.705,5,-5.194,0,0.0445,0.0184,1.77e-05,0.102,0.575,119.954,14076052,87,83,3,0,1
small town boy,dustin lynch,2017,09,0.554,0.743,9,-6.016,1,0.0287,0.0251,0,0.359,0.673,72.997,1164968,71,85,1,1,1
most girls,hailee steinfeld,2017,04,0.76,0.588,9,-7.082,1,0.0775,0.0485,0,0.0847,0.384,102.974,4921391,80,86,3,0,1
know no better,major lazer,2018,10,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,5750135,84,87,1,1,1
do re mi,blackbear,2017,04,0.742,0.599,8,-6.256,1,0.0465,0.00419,1.02e-05,0.126,0.154,110.977,2470516,87,88,7,0,1
peek a boo,lil yachty,2017,04,0.957,0.593,1,-6.982,1,0.301,0.06,0,0.0908,0.284,127.027,5514676,83,89,4,0,1
hometown girl,josh turner,2017,03,0.505,0.79,3,-5.442,0,0.035,0.263,0.0884,0.123,0.445,155.934,1495123,68,90,15,0,1
gyalchester,drake,2017,03,0.872,0.389,1,-8.343,1,0.0634,0.0343,0.000679,0.0941,0.156,131.012,41754617,97,91,10,0,1
met gala,gucci mane,2017,05,0.817,0.587,2,-6.502,1,0.108,0.052,0.00165,0.185,0.352,140.062,2924554,86,92,2,0,1
butterfly effect,travis scott,2018,08,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,6947908,96,93,2,0,1
scared to be lonely,martin garrix,2017,01,0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,11826145,85,95,14,0,1
subeme la radio,enrique iglesias,2017,02,0.684,0.823,9,-3.297,0,0.0773,0.0744,0,0.111,0.647,91.048,8831745,79,96,4,0,1
somebody else will,justin moore,2016,01,0.488,0.744,2,-4.284,0,0.131,0.0353,0,0.0952,0.59,180.007,1032721,68,97,1,1,1
bon appetit,katy perry,2017,06,0.799,0.794,6,-5.834,1,0.0628,0.13,8.23e-05,0.221,0.524,106.031,14076052,87,98,5,0,1
nobody else but you,trey songz,2017,03,0.708,0.612,5,-6.379,0,0.122,0.0381,0,0.277,0.263,139.913,4539452,78,99,1,1,1
just the way you are,bruno mars,2010,10,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,22783246,89,1,11,0,1
like a g6,far*east movement,2010,01,0.435,0.837,3,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913,886834,68,2,8,0,1
teenage dream,katy perry,2012,03,0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02e-06,0.139,0.605,119.999,14076052,87,3,11,0,1
just a dream,nelly,2010,11,0.531,0.752,1,-6.161,1,0.0305,0.0421,0,0.12,0.103,89.917,1358952,77,4,7,0,1
dj got us fallin' in love,usher,2010,03,0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,7208297,83,5,12,0,1
dynamite,taio cruz,2010,01,0.754,0.804,4,-3.177,1,0.0853,0.00332,0,0.0329,0.818,119.968,1621224,72,6,18,0,1
love the way you lie,eminem,2010,06,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,30478884,93,7,15,0,1
only girl,rihanna,2010,11,0.78,0.714,11,-4.155,0,0.0382,0.119,4.1e-06,0.217,0.666,125.924,34643188,90,8,4,0,1
i like it,enrique iglesias,2010,01,0.659,0.935,10,-2.739,0,0.107,0.0253,0,0.0653,0.73,129.048,8831745,79,9,21,0,1
club can't handle me,flo rida,2010,11,0.616,0.869,0,-3.911,1,0.0327,0.0283,0,0.064,0.473,127.966,7319447,80,10,14,0,1
bottoms up,trey songz,2010,09,0.845,0.601,1,-5.283,1,0.161,0.0205,0,0.385,0.329,74.008,4539452,78,11,8,0,1
mine,taylor swift,2010,10,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-06,0.189,0.658,121.07,24009099,94,12,9,0,1
take it off,ke$ha,2010,10,0.923,0.742,1,-4.319,1,0.0349,0.00633,3.45e-05,0.049,0.747,110.013,0,0,13,12,0,1
deuces,chris brown,2011,03,0.692,0.736,1,-5.109,1,0.11,0.0324,0,0.0787,0.217,73.987,9765966,92,14,14,0,1
animal,neon trees,2010,01,0.486,0.831,5,-5.5,1,0.0506,0.000392,0,0.363,0.8,148.026,790291,67,15,18,0,1
toxic,glee cast,2010,11,0.607,0.74,8,-5.401,1,0.0561,0.131,0,0.0797,0.486,132.586,1154998,79,16,1,1,1
gonorrhea,lil wayne,2010,01,0.715,0.745,9,-5.71,1,0.25,0.0311,0,0.0823,0.687,148.042,8393936,89,17,1,1,1
cooler than me,mike posner,2010,08,0.768,0.82,7,-4.63,0,0.0475,0.179,0,0.704,0.625,129.969,916376,74,19,23,0,1
california gurls,katy perry,2012,03,0.791,0.754,0,-3.729,1,0.0569,0.00446,0,0.163,0.425,125.014,14076052,87,20,21,0,1
f**k you!,cee lo green,2011,03,0.753,0.695,0,-7.896,1,0.0513,0.381,0,0.155,0.739,127.454,1373,21,21,6,0,1
airplanes,b.o.b,2010,04,0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,1637508,76,22,25,0,1
magic,b.o.b,2010,04,0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.787,82.439,1637508,76,23,17,0,1
not afraid,eminem,2010,06,0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,30478884,93,24,22,0,1
the only exception,paramore,2009,09,0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,4736014,79,25,19,0,1
the only exception,glee cast,2010,11,0.282,0.512,4,-6.135,1,0.0304,0.285,4.16e-06,0.138,0.195,138.397,1154998,79,26,1,1,1
secrets,onerepublic,2009,01,0.515,0.767,2,-6.199,1,0.0352,0.098,0,0.121,0.38,148.024,8740202,85,27,15,0,1
hot tottie,usher,2010,03,0.654,0.866,6,-4.332,0,0.286,0.00155,5.38e-06,0.0928,0.669,87.525,7208297,83,28,8,0,1
stuck like glue,sugarland,2010,01,0.702,0.795,1,-4.764,1,0.0568,0.329,0,0.0505,0.836,83.961,1046326,63,29,10,0,1
the boys of fall,kenny chesney,2010,09,0.503,0.648,7,-6.243,1,0.027,0.227,0.00124,0.378,0.39,147.942,2683143,76,30,10,0,1
if i had you,adam lambert,2009,11,0.648,0.908,4,-4.251,0,0.108,0.0113,0,0.374,0.793,131.147,946798,67,31,15,0,1
fancy,drake,2010,01,0.652,0.894,0,-5.701,0,0.398,0.328,0,0.354,0.262,87.59,41754617,97,32,10,0,1
2012,jay sean,2010,01,0.718,0.801,0,-2.581,1,0.0386,0.226,0,0.39,0.538,127.016,978662,69,33,9,0,1
omg,usher,2010,03,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,7208297,83,34,27,0,1
king of anything,sara bareilles,2010,09,0.676,0.762,1,-4.172,1,0.0351,0.461,0,0.0574,0.81,119.003,1282551,74,35,15,0,1
ridin' solo,jason derulo,2010,02,0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,89.338,7145439,82,36,27,0,1
september,daughtry,2009,07,0.43,0.703,10,-5.52,1,0.0342,0.0465,0,0.0809,0.328,149.873,1240768,68,37,9,0,1
love like woe,the ready set,2010,06,0.697,0.775,10,-4.106,1,0.0636,0.139,0,0.0737,0.822,90.015,223980,55,38,8,0,1
right above it,lil wayne,2010,01,0.376,0.841,3,-4.348,0,0.356,0.0435,0,0.578,0.463,76.052,8393936,89,39,7,0,1
letting go,sean kingston,2010,07,0.792,0.808,5,-4.156,1,0.0963,0.335,0,0.269,0.709,92.064,1541667,73,40,9,0,1
billionaire,travie mccoy,2010,03,0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776,244434,65,41,27,0,1
no hands,waka flocka flame,2010,10,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,1705075,70,43,4,0,1
hey  soul sister,train,2010,12,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,3006378,76,44,53,0,1
if i die young,the band perry,2010,01,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,1024682,62,45,13,0,1
as she's walking away,zac brown band,2010,09,0.553,0.619,3,-7.101,1,0.0308,0.474,0,0.123,0.374,183.91,1801919,76,46,8,0,1
if it's love,train,2010,12,0.628,0.917,6,-3.489,1,0.144,0.0108,2.25e-06,0.306,0.638,94.988,3006378,76,47,17,0,1
need you now,lady antebellum,2010,01,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,2669455,73,48,60,0,1
come back song,darius rucker,2010,01,0.516,0.745,9,-5.674,1,0.0381,0.138,0,0.114,0.77,177.781,1372133,69,49,12,0,1
check it out,will.i.am,2010,01,0.854,0.667,1,-5.04,1,0.0598,0.0705,7.85e-06,0.119,0.686,130.098,2747056,75,50,4,0,1
hey baby,pitbull,2011,06,0.595,0.913,10,-3.428,0,0.0884,0.0435,0,0.259,0.762,128.021,7320165,84,51,1,1,1
stronger,glee cast,2012,02,0.618,0.752,0,-4.828,1,0.0302,0.00863,0.000175,0.127,0.679,115.957,1154998,79,53,1,1,1
baby one more time,glee cast,2010,09,0.717,0.735,5,-4.322,0,0.0269,0.278,0,0.692,0.923,92.964,1154998,79,54,1,1,1
teach me how to dougie,cali swag district,2011,07,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,70557,50,55,19,0,1
me against the music,glee cast,2010,11,0.829,0.909,11,-5.836,0,0.0686,0.0878,0,0.193,0.791,120.011,1154998,79,56,1,1,1
my kinda party,jason aldean,2010,11,0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,3387757,79,59,6,0,1
your love,nicki minaj,2010,01,0.424,0.52,11,-10.231,1,0.343,0.00204,0.00413,0.411,0.184,189.613,16399430,90,61,18,0,1
miss me,drake,2010,01,0.474,0.867,11,-6.027,0,0.557,0.0844,0,0.334,0.374,153.939,41754617,97,62,18,0,1
holding you down,jazmine sullivan,2010,11,0.724,0.872,8,-2.706,0,0.14,0.082,0,0.316,0.783,95.09,904282,64,64,6,0,1
i am not a human being,lil wayne,2010,01,0.413,0.815,4,-4.109,1,0.376,0.0179,0,0.482,0.649,72.709,8393936,89,65,1,1,1
little lion man,mumford,2009,10,0.517,0.481,5,-8.273,1,0.0272,0.0293,1.79e-05,0.0903,0.461,138.51,5392622,80,67,8,0,1
love all over me,monica,2010,03,0.514,0.628,4,-5.661,0,0.0451,0.546,0,0.161,0.422,129.539,1268813,66,68,12,0,1
please don't go,mike posner,2010,08,0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,916376,74,69,2,0,1
our kind of love,lady antebellum,2010,01,0.632,0.926,4,-3.463,1,0.0322,0.047,0.000169,0.116,0.889,112.058,2669455,73,70,17,0,1
pretty good at drinkin' beer,billy currington,2010,01,0.775,0.689,5,-3.695,1,0.0322,0.451,1.34e-05,0.122,0.618,106.978,1520602,70,71,18,0,1
why wait,rascal flatts,2010,01,0.612,0.765,2,-4.915,1,0.0404,0.122,0,0.103,0.553,122.021,2083298,74,72,7,0,1
la la la,auburn,1983,01,0.765,0.362,10,-17.736,1,0.273,0.981,0.978,0.446,0.742,107.061,39082,39,73,12,0,1
right thru me,nicki minaj,2010,01,0.381,0.68,1,-4.724,1,0.162,0.0876,0.00147,0.168,0.167,162.246,16399430,90,74,1,1,1
bill gates,lil wayne,2010,01,0.564,0.798,7,-5.392,1,0.227,0.274,3.44e-05,0.129,0.669,90.67,8393936,89,75,1,1,1
half of my heart,john mayer,2009,11,0.681,0.593,5,-9.327,1,0.0251,0.435,0.000117,0.106,0.731,115.058,4156743,85,76,19,0,1
na na na,my chemical romance,2010,11,0.411,0.986,8,-2.522,0,0.0583,0.000264,0.00148,0.371,0.649,165.981,4340242,79,77,1,1,1
anything like me,brad paisley,2010,11,0.545,0.522,2,-9.241,1,0.0341,0.422,0,0.119,0.446,164.869,1598312,70,78,5,0,1
little white church,little big town,2010,01,0.667,0.878,10,-4.797,1,0.0445,0.13,0,0.16,0.816,107.024,1563782,67,79,18,0,1
toot it and boot it,yg,2010,01,0.796,0.505,7,-9.529,1,0.1,0.17,0,0.106,0.263,95.003,1929673,85,80,6,0,1
grenade,bruno mars,2010,10,0.706,0.558,2,-7.237,0,0.0593,0.146,0,0.118,0.227,110.443,22783246,89,81,1,1,1
a year without rain,selena gomez,2010,01,0.629,0.806,2,-5.264,0,0.0442,0.0102,1.72e-05,0.112,0.409,119.966,17506985,91,82,4,0,1
got your back,t.i.,2013,08,0.553,0.472,8,-12.819,1,0.501,0.0117,0,0.398,0.652,146.841,3029531,79,83,18,0,1
the breath you take,george strait,2009,01,0.475,0.393,11,-7.628,0,0.029,0.749,0.000409,0.122,0.315,132.128,1559691,74,84,5,0,1
all i want is you,miguel,2010,11,0.776,0.603,5,-5.696,1,0.0343,0.0728,6.25e-05,0.111,0.921,96.888,2499198,81,85,3,0,1
b.m.f.,rick ross,2010,01,0.721,0.863,2,-4.226,1,0.0558,0.0174,0,0.178,0.35,139.981,3521262,85,86,13,0,1
hope she cheats on you,marsha ambrosius,2011,02,0.501,0.666,6,-7.312,0,0.414,0.0596,0,0.123,0.392,163.925,305700,55,88,1,1,1
no love,eminem,2010,06,0.522,0.932,11,-2.87,1,0.255,0.119,0,0.177,0.33,129.473,30478884,93,89,5,0,1
all about tonight,blake shelton,2010,08,0.674,0.943,0,-3.413,1,0.0408,0.0159,0,0.504,0.856,118.06,4533843,76,90,16,0,1
power,kanye west,2010,01,0.543,0.915,0,-4.746,0,0.113,0.0162,0,0.744,0.577,153.998,10601206,95,91,14,0,1
waka waka,shakira,2010,05,0.766,0.873,11,-6.381,0,0.143,0.00627,0,0.0764,0.743,126.988,17478193,84,92,17,0,1
the catalyst,linkin park,2010,09,0.56,0.925,0,-5.48,1,0.0362,0.0372,0,0.104,0.178,135.009,13890194,86,93,9,0,1
empire state of mind,glee cast,2010,11,0.507,0.884,6,-4.566,1,0.33,0.0617,0,0.158,0.719,173.575,1154998,79,94,2,0,1
only prettier,miranda lambert,2009,09,0.389,0.695,8,-2.4,1,0.0348,0.0818,0,0.0698,0.778,167.968,2053175,73,95,5,0,1
way out here,josh thompson,2010,02,0.389,0.72,2,-5.465,1,0.0308,0.057,0,0.183,0.51,147.94,107832,53,96,6,0,1
smoke a little smoke,eric church,2009,01,0.77,0.641,10,-6.077,0,0.035,0.0206,0.00023,0.106,0.639,96.98,2242221,75,97,3,0,1
turn on the radio,reba,2010,01,0.603,0.859,11,-3.772,1,0.0416,0.026,0,0.224,0.702,123.074,982674,63,98,3,0,1
look what you made me do,taylor swift,2017,11,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,24009099,94,1,2,0,1
despacito,luis fonsi,2017,04,0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.086,7348411,82,2,33,0,1
bodak yellow,cardi b,2018,04,0.926,0.703,11,-6.337,0,0.103,0.0659,0,0.231,0.485,125.022,9774706,91,3,9,0,1
wild thoughts,dj khaled,2017,06,0.613,0.681,8,-3.089,1,0.0778,0.0287,0,0.126,0.619,97.621,4267785,81,4,11,0,1
attention,charlie puth,2018,05,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,8300825,83,5,19,0,1
believer,imagine dragons,2017,06,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,22913687,90,6,30,0,1
unforgettable,french montana,2017,07,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,3106274,85,7,21,0,1
1-800-273-8255,logic,2017,05,0.62,0.574,5,-7.788,0,0.0479,0.57,0,0.19,0.352,100.021,4161049,86,9,18,0,1
strip that down,liam payne,2017,05,0.874,0.497,6,-5.484,1,0.0562,0.22,0,0.0761,0.542,106.023,4366389,77,10,15,0,1
shape of you,ed sheeran,2017,03,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,53364183,96,11,34,0,1
bank account,21 savage,2017,09,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,6871401,87,12,8,0,1
rake it up,yo gotti,2017,10,0.91,0.444,1,-8.126,0,0.344,0.022,0,0.137,0.53,149.953,2599687,76,13,9,0,1
humble.,kendrick lamar,2017,04,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,13395681,89,14,22,0,1
slow hands,niall horan,2017,10,0.726,0.431,0,-6.666,1,0.0554,0.0139,0,0.054,0.86,85.889,4257476,80,15,18,0,1
xo tour llif3,lil uzi vert,2017,08,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,7140430,88,16,23,0,1
that's what i like,bruno mars,2017,05,0.845,0.569,1,-5.127,1,0.0414,0.0135,0,0.0898,0.848,134.047,22783246,89,17,33,0,1
sorry not sorry,demi lovato,2017,09,0.705,0.64,11,-6.928,0,0.225,0.0237,0,0.262,0.887,144.077,15395017,84,18,8,0,1
body like a back road,sam hunt,2017,02,0.731,0.469,5,-7.226,1,0.0326,0.463,1.04e-06,0.103,0.631,98.963,1675719,74,19,31,0,1
feel it still,portugal. the man,2017,06,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,1002651,72,20,11,0,1
congratulations,post malone,2016,12,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,18914903,100,21,36,0,1
feels,calvin harris,2017,06,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,18623166,87,22,11,0,1
mi gente,j balvin,2017,06,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,16138929,97,23,9,0,1
redbone,childish gambino,2016,12,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,5577548,80,25,39,0,1
something just like this,the chainsmokers,2017,04,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,14288910,89,26,28,0,1
praying,kesha,2017,08,0.576,0.39,10,-7.202,1,0.0297,0.491,0,0.111,0.319,73.433,4964261,79,27,8,0,1
what about us,p!nk,2017,10,0.489,0.588,1,-6.177,1,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617,7283450,85,28,4,0,1
location,khalid,2017,04,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,9018136,95,29,34,0,1
stay,zedd,2017,02,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,4818119,85,30,27,0,1
jocelyn flores,xxxtentacion,2017,08,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,15967406,92,31,1,1,1
young dumb & broke,khalid,2017,04,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,9018136,95,32,7,0,1
say you won't let go,james arthur,2016,10,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4853943,86,34,45,0,1
loyalty.,kendrick lamar,2017,04,0.658,0.535,9,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684,13395681,89,35,20,0,1
love galore,sza,2017,06,0.795,0.594,0,-6.2,1,0.0747,0.111,0,0.162,0.409,135.002,2877449,83,36,12,0,1
mask off,future,2017,06,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,8102257,88,37,28,0,1
small town boy,dustin lynch,2017,09,0.554,0.743,9,-6.016,1,0.0287,0.0251,0,0.359,0.673,72.997,1164968,71,38,13,0,1
the way life goes,lil uzi vert,2017,08,0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,7140430,88,39,1,1,1
what ifs,kane brown,2016,12,0.612,0.799,10,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976,1931483,82,40,12,0,1
i get the bag,gucci mane,2017,10,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,2924554,86,42,2,0,1
no promises,cheat codes,2017,03,0.739,0.619,10,-6.669,1,0.162,0.0572,0,0.105,0.58,112.961,1372572,80,43,16,0,1
thunder,imagine dragons,2017,06,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,22913687,90,45,18,0,1
no such thing as a broken heart,old dominion,2017,08,0.65,0.782,8,-4.295,1,0.0721,0.295,0,0.107,0.944,171.988,603680,76,46,14,0,1
swish swish,katy perry,2017,06,0.839,0.705,5,-5.194,0,0.0445,0.0184,1.77e-05,0.102,0.575,119.954,14076052,87,47,8,0,1
sauce it up,lil uzi vert,2017,08,0.813,0.528,6,-6.305,0,0.313,0.0715,0,0.125,0.131,79.532,7140430,88,49,1,1,1
do re mi,blackbear,2017,04,0.742,0.599,8,-6.256,1,0.0465,0.00419,1.02e-05,0.126,0.154,110.977,2470516,87,50,12,0,1
crew,goldlink,2017,03,0.728,0.607,1,-8.417,0,0.132,0.133,0,0.0864,0.445,129.938,548452,76,51,10,0,1
silence,marshmello,2017,08,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,17759978,88,52,3,0,1
magnolia,playboi carti,2017,04,0.791,0.581,11,-7.323,0,0.286,0.0113,0,0.35,0.438,162.99,2805266,83,53,18,0,1
everybody dies in their nightmares,xxxtentacion,2017,08,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,15967406,92,54,1,1,1
transportin',kodak black,2017,08,0.804,0.66,10,-4.86,0,0.0726,0.0319,0,0.103,0.257,94.053,5181163,85,55,2,0,1
when it rains it pours,luke combs,2017,06,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,1833533,83,56,5,0,1
heartache on the dance floor,jon pardi,2016,05,0.594,0.824,9,-4.252,1,0.0458,0.0617,0,0.0861,0.671,116.005,857235,75,57,9,0,1
fetish,selena gomez,2017,07,0.707,0.611,2,-4.474,1,0.0639,0.0198,3.59e-06,0.0651,0.285,123.006,17506985,91,58,8,0,1
butterfly effect,travis scott,2018,08,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,6947908,96,59,14,0,1
444+222,lil uzi vert,2017,08,0.791,0.513,10,-6.568,0,0.269,0.0235,2.83e-05,0.101,0.481,76.997,7140430,88,60,1,1,1
roll in peace,kodak black,2017,08,0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,5181163,85,61,2,0,1
back to you,louis tomlinson,2017,07,0.683,0.53,5,-4.918,0,0.142,0.207,0,0.394,0.645,75.016,2587311,72,62,6,0,1
dna.,kendrick lamar,2017,04,0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,13395681,89,63,20,0,1
the race,tay-k,2017,12,0.766,0.606,9,-6.064,1,0.456,0.00266,0,0.166,0.352,160.223,1621704,69,64,4,0,1
unforgettable,thomas rhett,2017,09,0.663,0.738,7,-5.48,1,0.0303,0.032,0.000225,0.0856,0.825,130.02,2986520,79,65,5,0,1
drinkin' problem,midland,2017,09,0.622,0.763,9,-6.4,1,0.0263,0.055,8.91e-06,0.315,0.621,102.0,111873,67,66,17,0,1
new rules,dua lipa,2017,06,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,13912445,85,67,5,0,1
the weekend,sza,2017,06,0.487,0.366,8,-9.405,0,0.0531,0.241,0,0.126,0.161,68.191,2877449,83,68,5,0,1
glorious,macklemore,2017,09,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,1450544,80,69,8,0,1
felices los 4,maluma,2018,05,0.766,0.756,5,-5.861,1,0.132,0.213,0,0.349,0.716,94.027,17375293,91,70,16,0,1
versace on the floor,bruno mars,2016,11,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,22783246,89,71,12,0,1
escapate conmigo,wisin,2017,12,0.744,0.859,11,-3.166,1,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,4990185,83,72,12,0,1
what lovers do,maroon 5,2018,06,0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,20610226,91,73,1,1,1
whatever you need,meek mill,2017,07,0.519,0.57,1,-7.366,1,0.202,0.0254,0,0.0821,0.317,164.155,3622740,86,74,8,0,1
all the pretty girls,kenny chesney,2017,04,0.612,0.848,6,-3.736,1,0.0368,0.00916,0,0.366,0.719,120.996,2683143,76,75,5,0,1
light it up,luke bryan,2017,12,0.602,0.929,6,-2.741,0,0.0839,0.118,0,0.103,0.677,130.024,4596446,79,76,1,1,1
revenge,xxxtentacion,2017,08,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,15967406,92,77,1,1,1
do i make you wanna,billy currington,2015,06,0.549,0.751,9,-5.423,1,0.0299,0.122,0,0.208,0.493,89.953,1520602,70,78,12,0,1
neon guts,lil uzi vert,2017,08,0.859,0.563,1,-6.635,0,0.112,0.0541,0,0.0685,0.412,119.934,7140430,88,79,1,1,1
two,lil uzi vert,2017,08,0.266,0.642,7,-5.133,1,0.0694,0.424,0,0.0943,0.0371,75.022,7140430,88,80,1,1,1
x,lil uzi vert,2017,08,0.623,0.58,8,-7.076,1,0.332,0.0043,0,0.394,0.301,163.159,7140430,88,81,1,1,1
for real,lil uzi vert,2017,08,0.902,0.673,4,-7.481,1,0.458,0.159,0,0.289,0.615,132.066,7140430,88,82,1,1,1
havana,camila cabello,2018,01,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,12719494,93,83,3,0,1
unfazed,lil uzi vert,2017,08,0.778,0.707,4,-3.606,0,0.0746,0.0459,0,0.111,0.458,126.684,7140430,88,84,1,1,1
love.,kendrick lamar,2017,04,0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,13395681,89,85,20,0,1
b.e.d.,jacquees,2018,09,0.739,0.536,1,-6.501,1,0.0587,0.00368,0,0.0968,0.193,122.022,1373668,76,86,4,0,1
most girls,hailee steinfeld,2017,04,0.76,0.588,9,-7.082,1,0.0775,0.0485,0,0.0847,0.384,102.974,4921391,80,87,15,0,1
my girl,dylan scott,2017,08,0.652,0.719,1,-7.251,1,0.033,0.0353,0,0.108,0.24,94.969,557031,68,88,19,0,1
